,0
majmin,2.0
EG,0.09373979598292034
PA,0.022090418427821765
maxmargin,0.18073225077148072
n_cmpttv,8.0
hier_cmpttv,7.819267749228519
compactness,5252.848836870988
pop_bal,2.6666655479817365
time_pop_improvment,5311.706461906433
