0,1,2,3,4
462,40190046172003,1,5,300.0
464,40190003002046,2,1,300.0
465,40131167331042,8,7,300.0
466,40130101042053,5,3,300.0
467,40131153001010,3,8,300.0
468,40138134004025,1,2,300.0
470,40131167292012,7,6,300.0
471,40136152011003,3,8,300.0
472,40136144002005,9,8,300.0
473,40134222122017,6,3,300.0
475,40138134004028,1,2,300.0
476,40138134004027,1,2,300.0
477,40134222232005,3,6,300.0
479,40131042264015,8,9,300.0
480,40159534052005,2,7,300.0
481,40250014012039,5,7,300.0
482,40190001002001,1,2,300.0
483,40190001002002,1,2,300.0
484,40190004012009,1,2,300.0
485,40250015011013,5,7,300.0
486,40133199031008,6,3,300.0
487,40210022002025,1,5,300.0
488,40138152012002,6,1,300.0
490,40134201071023,5,3,300.0
491,40219412004064,1,2,300.0
492,40138160031016,6,1,300.0
493,40138160031015,6,1,300.0
494,40138160023000,1,6,300.0
495,40138161004015,1,6,300.0
496,40190040732000,2,5,300.0
497,40190034001022,5,1,285.0
500,40190044221025,1,2,285.0
501,40190027023007,5,1,285.0
503,40190046183016,1,5,285.0
504,40190044252000,2,1,285.0
505,40131153001003,3,8,285.0
506,40136115004016,8,9,285.0
507,40136115004018,8,9,285.0
508,40136115004015,8,9,285.0
509,40131167091001,7,8,285.0
510,40138104002017,6,7,285.0
511,40136108002037,7,9,285.0
513,40134226302010,6,3,285.0
514,40130610316000,7,4,285.0
515,40136152022011,8,3,285.0
516,40136152022012,8,3,285.0
517,40136152022010,8,3,285.0
518,40137233041275,7,2,285.0
520,40190046172000,1,5,285.0
521,40138124002017,6,1,285.0
522,40210003161032,1,3,285.0
523,40134226102006,3,6,285.0
524,40131166111026,7,8,285.0
526,40190024003000,2,5,285.0
527,40190004012010,1,2,285.0
528,40190041173048,5,2,285.0
531,40130610413008,4,9,285.0
532,40130927203001,4,9,285.0
533,40131042264017,8,9,285.0
535,40137233041215,7,2,285.0
536,40130405331045,4,9,285.0
537,40130506203166,7,4,285.0
539,40130506093017,4,7,285.0
542,40136152022013,8,3,285.0
543,40130405383038,4,7,285.0
544,40131167301000,7,8,285.0
545,40131167301017,7,8,285.0
546,40131127004008,9,4,285.0
547,40131121002021,9,4,285.0
548,40210020012000,2,1,285.0
549,40210012001170,1,2,285.0
550,40210012001162,1,2,285.0
552,40050015003083,5,7,285.0
553,40050015003084,5,7,285.0
554,40131079003008,3,8,285.0
555,40131166204003,7,4,285.0
556,40130101043004,3,5,285.0
557,40130101043008,3,5,285.0
558,40138100001000,7,6,285.0
559,40131162032005,8,3,285.0
560,40138173001029,6,1,285.0
561,40131167142019,6,7,285.0
563,40190020004041,1,5,285.0
565,40190011002007,1,2,283.0
566,40190040611005,5,2,283.0
567,40130405341014,4,9,283.0
568,40131032151015,3,8,283.0
569,40131127004012,9,4,283.0
570,40131032152000,8,3,283.0
571,40134213022002,6,3,283.0
573,40131051033038,8,3,283.0
574,40130927203007,4,9,283.0
575,40130927201000,4,9,283.0
576,40130927212003,9,4,283.0
577,40138152012000,6,1,283.0
578,40132168302015,3,8,283.0
579,40132168302014,3,8,283.0
580,40210022001069,1,5,272.0
581,40130715051037,9,4,272.0
582,40134226602003,3,6,272.0
583,40130405064000,4,9,272.0
584,40130927151001,4,9,272.0
587,40190004012036,1,2,272.0
588,40250016053029,5,7,272.0
590,40159548024379,7,2,272.0
592,40134208004001,6,3,272.0
593,40131163003017,3,8,272.0
594,40136107001052,8,5,272.0
596,40131079003009,3,8,272.0
598,40131093001011,9,4,272.0
599,40131112031003,8,3,272.0
601,40138173001030,6,1,272.0
602,40130405331004,4,9,272.0
603,40131166162018,9,8,272.0
604,40131166162028,9,8,272.0
605,40131166121040,8,4,272.0
606,40190006002020,1,2,272.0
608,40250014012036,5,7,272.0
611,40130506031230,2,7,272.0
612,40059451003129,7,5,266.0
613,40130405283001,4,7,266.0
614,40131067011004,9,8,266.0
615,40131067013010,8,9,266.0
616,40133199054000,7,6,266.0
617,40130927203005,4,9,266.0
618,40210003242029,3,6,266.0
619,40134221044005,6,3,266.0
620,40130405371021,9,7,266.0
621,40130405362000,4,9,266.0
622,40190004011001,2,1,266.0
624,40132168311014,3,8,266.0
625,40130506203168,7,4,266.0
626,40137233041216,7,2,266.0
627,40130506132056,4,7,266.0
628,40130405271013,7,4,266.0
629,40136107004001,8,5,266.0
630,40136152021010,8,3,266.0
631,40190040614055,5,2,266.0
634,40190002002019,2,1,266.0
636,40130304023074,5,8,266.0
637,40130304023075,5,8,266.0
638,40136107002036,5,8,266.0
639,40136163001037,9,8,266.0
640,40136107002035,5,8,266.0
641,40131166192078,7,8,266.0
642,40050015002077,5,7,266.0
643,40133199071002,6,7,266.0
644,40136100022048,8,7,266.0
646,40136125002001,8,5,266.0
647,40131138007001,3,8,266.0
654,40190008001120,1,2,266.0
655,40190008001127,1,2,266.0
656,40190047103001,1,5,250.0
659,40131162033024,3,8,250.0
660,40130506093004,4,7,250.0
661,40133199031007,6,3,250.0
662,40130927203004,4,9,250.0
663,40130927203000,4,9,250.0
664,40130304023079,5,8,250.0
665,40130304023078,5,8,250.0
666,40159534062000,2,7,250.0
667,40159534062001,2,7,250.0
678,40199803001051,5,2,250.0
680,40131148003016,8,9,250.0
683,40131138002002,3,8,250.0
684,40131138002005,3,8,250.0
686,40130506042105,7,2,250.0
687,40137233061008,2,7,250.0
688,40130506042101,7,2,250.0
690,40131167132009,7,6,250.0
691,40130405362049,4,9,250.0
692,40137233041091,7,2,250.0
693,40131094013003,4,9,249.0
694,40250016053030,5,7,249.0
695,40132168402001,3,5,249.0
697,40131084004028,3,8,249.0
698,40131138007005,3,8,249.0
699,40130405391013,7,4,249.0
700,40130405391014,7,4,249.0
701,40131067031001,9,8,249.0
702,40210008021244,1,2,249.0
704,40131051033057,8,3,249.0
707,40210024003076,5,1,246.0
708,40138128012018,6,1,246.0
709,40131166112074,8,7,246.0
710,40131166112076,8,7,246.0
711,40131162022003,8,3,246.0
712,40136108002038,7,9,246.0
714,40190043101028,2,1,246.0
715,40130506203017,7,4,246.0
716,40131036091014,8,9,246.0
717,40130506112008,7,4,246.0
718,40130506112000,7,4,246.0
719,40134213021020,3,6,246.0
720,40131166112073,8,7,246.0
721,40130609012000,4,9,246.0
722,40131166102008,4,7,246.0
723,40131166112089,8,7,246.0
724,40134226232025,6,1,246.0
726,40190041122026,5,2,246.0
728,40134214004002,6,3,246.0
729,40136100022050,8,7,246.0
730,40131166112070,8,7,246.0
731,40131166053003,7,4,246.0
732,40131166053006,7,4,246.0
733,40131050032009,3,8,246.0
734,40131050032008,3,8,246.0
735,40190046141005,1,5,246.0
736,40132168311015,3,8,246.0
737,40130609022000,9,4,246.0
738,40130927203006,4,9,246.0
739,40136108002035,7,9,246.0
740,40190019002000,1,5,246.0
741,40190020005000,5,1,246.0
742,40130608014000,4,9,246.0
743,40210024003120,5,1,246.0
744,40138160011019,6,1,246.0
745,40130610316003,7,4,246.0
747,40131051012034,8,3,246.0
748,40131051031000,8,3,246.0
749,40131051012039,8,3,246.0
750,40130609022007,9,4,246.0
751,40130609022006,9,4,246.0
752,40136182002009,9,8,246.0
753,40131166101022,4,7,246.0
755,40131144022034,9,8,246.0
756,40130610314009,7,4,246.0
757,40134207062017,6,3,246.0
758,40130405354024,7,9,246.0
759,40131086012012,8,9,246.0
761,40190054001007,1,2,246.0
762,40138148012003,1,6,246.0
763,40134226232024,6,1,246.0
764,40131162033021,3,8,246.0
765,40130608021000,4,9,246.0
766,40130608014030,4,9,246.0
767,40059451002020,5,7,246.0
768,40131167272019,8,7,246.0
769,40190028012000,1,5,246.0
770,40190011001010,2,1,246.0
771,40250014022082,7,5,246.0
773,40130609013000,4,9,246.0
774,40131153001005,3,8,246.0
775,40138159021032,6,1,246.0
776,40130405331003,4,9,246.0
777,40130822063025,4,7,246.0
779,40134207052010,3,6,246.0
780,40219412002036,1,2,246.0
781,40136107002034,5,8,246.0
782,40190044231012,1,2,246.0
783,40131032091008,8,3,246.0
784,40130506031130,2,7,246.0
785,40210023001196,1,5,246.0
786,40130506202047,7,4,246.0
787,40131051012031,8,3,246.0
788,40131033031000,8,3,246.0
789,40130405291000,4,7,246.0
790,40219412002069,1,2,246.0
791,40190035061000,1,5,246.0
792,40131166112071,8,7,246.0
793,40134202144035,3,6,246.0
794,40131112014013,8,3,246.0
797,40131167312018,8,7,246.0
798,40190036013000,5,1,246.0
801,40190054003051,1,2,235.0
804,40190024001001,5,2,235.0
805,40131144022040,9,8,235.0
806,40138158003002,1,6,235.0
807,40137233041092,7,2,235.0
808,40136107004002,8,5,235.0
809,40136107002008,5,8,235.0
810,40131167293011,7,6,235.0
811,40250015012005,5,7,235.0
812,40134226522002,6,3,235.0
813,40130927232017,9,4,235.0
814,40134226513015,3,6,235.0
816,40190046183017,1,5,235.0
817,40190006001016,1,5,235.0
818,40190006004036,5,1,235.0
819,40131166111003,7,4,235.0
820,40130506203167,7,4,235.0
821,40138148021000,6,1,235.0
822,40134226253002,6,3,235.0
823,40130405271009,7,4,235.0
824,40130506115001,7,4,235.0
825,40130506142007,4,7,235.0
826,40131079002006,3,8,235.0
827,40131162033023,3,8,235.0
831,40136112002011,9,8,235.0
832,40136115004017,8,9,235.0
833,40134226253001,6,3,235.0
834,40136107002009,5,8,235.0
836,40131166052017,7,4,235.0
837,40136100021023,7,8,235.0
838,40219412002070,1,2,235.0
839,40190046171000,1,5,235.0
840,40190046171026,1,5,235.0
842,40134208004002,6,3,235.0
844,40131032122030,8,3,235.0
846,40132168301009,3,8,235.0
847,40190046141006,1,5,235.0
848,40136152022015,8,3,235.0
850,40136112002008,9,8,235.0
851,40136112002007,9,8,235.0
852,40136112002006,9,8,235.0
854,40134202092023,3,6,235.0
855,40130405383049,4,7,235.0
856,40134201101017,3,5,235.0
857,40131167293010,7,6,235.0
861,40190044301000,2,1,235.0
862,40190044192000,2,1,235.0
863,40134222251001,3,6,235.0
866,40130822042027,4,7,235.0
870,40190041173049,5,2,235.0
871,40136182002010,9,8,235.0
872,40131167111001,6,7,235.0
873,40134202092021,3,6,235.0
874,40130506203152,7,4,235.0
875,40131051012032,8,3,235.0
876,40131051012033,8,3,235.0
877,40131166103005,4,8,235.0
878,40131032151021,3,8,235.0
880,40136108002048,7,9,235.0
881,40131167331041,8,7,235.0
883,40190041161000,2,5,235.0
884,40190043101008,2,1,235.0
886,40131056021007,9,8,235.0
887,40190046183015,1,5,235.0
888,40136107004039,8,5,235.0
889,40136107004041,8,5,235.0
890,40130101042015,5,3,235.0
891,40210008021242,1,2,235.0
892,40190040611002,5,2,235.0
893,40190041151006,2,5,235.0
894,40190041151000,2,5,235.0
895,40190040622024,2,5,235.0
896,40136100021024,7,8,235.0
897,40138160011000,6,1,235.0
898,40130609023002,9,4,235.0
899,40131167331034,8,7,235.0
900,40136115004014,8,9,235.0
901,40130927163004,4,9,235.0
902,40131138002001,3,8,235.0
903,40133200071008,7,3,235.0
906,40250014011054,5,7,235.0
907,40190005024008,1,2,235.0
908,40190005024009,1,2,235.0
909,40136112002009,9,8,235.0
910,40134226421007,6,3,235.0
915,40250016052039,5,7,235.0
916,40190041161027,2,5,235.0
917,40250014012040,5,7,235.0
918,40131166162019,9,8,235.0
919,40190045111005,5,1,235.0
920,40210008023212,1,2,235.0
921,40132168294029,5,3,235.0
923,40131032091018,8,3,235.0
926,40131111001023,3,8,235.0
927,40134214004003,6,3,235.0
928,40132168293047,5,3,235.0
929,40131032152022,8,3,235.0
932,40131167142000,6,7,235.0
933,40136142001000,9,8,235.0
936,40130506112042,7,4,235.0
937,40210008021220,1,2,235.0
938,40190019002009,1,5,235.0
939,40190006004015,5,1,235.0
941,40136100022052,8,7,235.0
942,40131167142017,6,7,235.0
943,40130506042166,7,2,235.0
944,40190006001000,1,5,235.0
945,40136100022049,8,7,235.0
946,40130506142008,4,7,235.0
947,40134201101000,3,5,235.0
948,40136100022053,8,7,235.0
949,40130405331000,4,9,235.0
950,40130506042174,7,2,235.0
951,40134226251014,6,3,235.0
952,40137233041095,7,2,235.0
953,40250014012038,5,7,235.0
954,40130506201040,7,4,235.0
955,40130610582056,7,4,235.0
956,40130610582055,7,4,235.0
957,40130506142035,7,4,235.0
958,40130506142033,7,4,235.0
959,40131042022005,8,9,235.0
960,40131042264018,8,9,235.0
961,40131056012017,9,8,235.0
962,40131060011003,9,8,235.0
963,40134202131065,3,6,235.0
964,40134202131000,3,6,235.0
965,40134202142008,3,6,235.0
966,40134202142009,3,6,235.0
970,40134201081042,3,5,235.0
971,40131067021007,9,8,235.0
972,40133199033009,6,3,235.0
973,40059451002076,7,5,235.0
974,40131051012016,3,8,235.0
975,40131051012030,3,8,235.0
976,40131051012019,3,8,235.0
977,40131051012015,3,8,235.0
982,40138128012016,6,1,235.0
983,40138128012015,6,1,235.0
984,40136131003000,8,5,235.0
985,40136131003001,8,5,235.0
986,40050013023115,5,7,235.0
987,40050013023113,5,7,235.0
988,40050013023114,5,7,235.0
989,40050013023116,5,7,235.0
990,40131166161013,9,8,235.0
991,40131166162012,9,8,235.0
992,40131166162013,9,8,235.0
994,40131166161018,8,9,235.0
995,40132168301011,8,3,235.0
996,40132168301010,8,3,235.0
997,40131051033037,3,8,235.0
999,40130405271012,4,7,235.0
1000,40136108002050,7,9,235.0
1001,40136108002043,7,9,235.0
1002,40136144003002,8,9,235.0
1003,40219413001184,2,7,235.0
1004,40131167141014,6,7,235.0
1005,40131167141017,6,7,235.0
1006,40131166141013,8,9,235.0
1007,40131166141006,8,9,235.0
1010,40210021071000,2,1,235.0
1011,40210021071005,1,2,235.0
1013,40131167282009,7,8,235.0
1014,40131167282003,7,8,235.0
1015,40131167282012,7,8,235.0
1016,40131167282011,7,8,235.0
1017,40131167282013,7,8,235.0
1018,40131167282014,7,8,235.0
1019,40131065011005,8,9,235.0
1021,40133199101000,7,6,235.0
1022,40130405395000,9,4,235.0
1024,40131086022004,9,8,235.0
1025,40134202144011,3,6,235.0
1026,40134202144012,3,6,235.0
1027,40134202144018,3,6,235.0
1028,40133200022005,7,8,235.0
1029,40133200021009,7,8,235.0
1030,40136100022068,7,8,235.0
1031,40132168302016,3,8,235.0
1032,40138130001036,2,1,235.0
1033,40131042054007,9,8,235.0
1034,40210021061022,2,1,235.0
1035,40131051033039,8,3,235.0
1036,40134210021001,3,6,235.0
1038,40190026022006,5,1,235.0
1041,40136143001015,9,8,235.0
1042,40136161003000,9,8,235.0
1043,40136161001000,9,8,235.0
1044,40138131001001,6,1,235.0
1045,40133199034001,6,3,235.0
1046,40133199034002,6,3,235.0
1047,40131129004003,8,9,235.0
1048,40131129004009,8,9,235.0
1049,40138104003001,7,6,235.0
1051,40131167271000,8,7,235.0
1052,40130405231033,4,9,235.0
1053,40130405321056,9,4,235.0
1054,40210020013002,1,2,235.0
1055,40210003112035,1,3,235.0
1056,40138104001000,7,6,235.0
1057,40131167311027,8,7,235.0
1058,40190044301009,2,1,235.0
1059,40190020002003,1,5,235.0
1060,40190024001006,5,2,197.0
1061,40190035023025,5,1,197.0
1062,40190028012001,1,5,197.0
1063,40190044043001,2,1,197.0
1066,40190041181075,2,5,197.0
1068,40190018012006,1,5,197.0
1069,40210020041004,1,2,197.0
1070,40210020041002,2,1,197.0
1071,40131167111002,6,7,197.0
1072,40131167111007,6,7,197.0
1073,40131167111008,6,7,197.0
1074,40133197071004,7,3,197.0
1075,40131167103009,7,6,197.0
1076,40130927111019,4,9,197.0
1079,40131144022033,9,8,197.0
1081,40131060011002,9,8,197.0
1082,40130405351000,7,9,197.0
1083,40130506142025,7,4,197.0
1084,40210008021203,2,1,197.0
1085,40210008021202,2,1,197.0
1086,40210020041090,2,1,197.0
1087,40050013021058,5,7,197.0
1088,40136131001005,8,5,197.0
1090,40250016053054,7,5,197.0
1091,40190040732008,5,2,197.0
1092,40199803001052,5,2,197.0
1093,40190047141004,1,5,197.0
1097,40190022022002,5,1,197.0
1098,40190054003052,1,2,197.0
1099,40190040732002,2,5,197.0
1100,40190040732003,2,5,197.0
1101,40190040732001,2,5,197.0
1102,40190040813016,2,5,197.0
1103,40159534042000,2,7,197.0
1106,40059451002037,7,5,197.0
1107,40059451003117,7,5,197.0
1109,40130506131031,7,4,197.0
1110,40130506132062,4,7,188.0
1111,40130506132057,4,7,187.0
1112,40130506132059,4,7,187.0
1113,40130506132060,4,7,187.0
1114,40059451001084,5,7,187.0
1115,40131095001024,4,9,187.0
