tract,pop,p_dem,p_rep,G18USSDSIN,G18GOVDGAR,G18SOSDHOB,G18ATGDCON,G18TREDMAN,G18SPIDHOF,G18MNIDPIE,G20PREDBID,G20USSDKEL,G18USSRMCS,G18GOVRDUC,G18SOSRGAY,G18ATGRBRN,G18TRERYEE,G18SPIRRIG,G18MNIRHAR,G20PRERTRU,G20USSRMCS
4001970300,3216,277.08277366736934,893.4557397404733,278.3774614860997,200.30657285285218,290.0121507541371,250.73601793921964,263.1203885665889,297.94463385704097,288.6764591454329,295.73726382645833,328.83401457849425,809.7477523791686,888.0327220061564,816.4602249433234,843.3851232254324,826.3367934427021,784.5423185410473,787.8572410036317,1165.1045275917793,1119.6349545310181
4001970501,4449,308.36746253220315,1406.3983987423537,329.2451001204237,214.41848052497215,318.2151246976803,274.8429667925253,295.5776402577399,345.2178012487856,293.84856470636106,322.76964885586517,381.17183558547526,1279.6683924431459,1409.6875902023057,1304.9259100325344,1338.0727264819475,1295.1257920327737,1250.6693448949184,1288.3400619498561,1774.5577930279014,1716.5379776158002
4001970502,4767,509.0830717281225,1675.8699214993937,532.5154803648929,370.14645277846313,513.9030591584143,465.95189349621563,466.7626009816188,537.5629675303295,479.63327140056083,587.700627826663,627.5712920159442,1503.803287930644,1690.341952640404,1560.533138392712,1596.533491319155,1570.0491867986236,1502.7098413528397,1546.361557641132,2076.4728197683467,2036.0240176506877
4003000101,1071,93.12154313662028,254.81577309242107,91.5253957122821,71.90855462910162,100.06898571274448,87.97244270456052,85.66514726507714,99.04456868517177,86.1843202379668,103.81396513724704,111.91050814543101,232.4352411263351,256.8879136291479,233.89390133008646,242.9660273106977,242.29661467564694,234.5644390672441,243.04751629856818,305.4138372146787,301.83646717938444
4003000102,745,97.93125001156761,228.31750618153126,93.97178089336582,75.55798745216661,98.82591857154772,95.83328899876025,91.12760241801934,98.07968347666205,94.99109024718582,112.54666773435146,120.44723031204936,210.98870875584694,227.46479525231817,209.93790753941371,212.72549360255695,214.81497978650646,211.21174025712475,211.61560313131758,279.649939950809,276.4483873578876
4003000201,3098,254.74126330510168,799.6338048423506,240.46544481732315,184.42686744005277,257.65060390658647,249.53755480730644,225.99058345373746,252.81930702003032,246.5646569570334,299.8306477677438,335.3857035761012,747.4980044200117,808.6501523995065,729.7232310048112,728.9927955821779,753.5241618896915,737.0214562943765,732.2319650164897,993.1144094011531,965.9480675729374
4003000202,3382,297.09659893489464,715.3067175019693,281.31916063016274,210.62286995629657,304.35563260669386,292.71781809926154,268.33880505600797,290.0353242854251,282.1113038424949,354.3275621221273,390.0409138155816,659.063931002993,730.4289038906119,652.1146569506556,653.1485455209296,674.1737942169855,657.3535952601408,664.85067884726,882.9732207102843,863.6531311178636
4003000203,2540,371.4522217127861,910.8390202894788,348.7062541964348,269.05113169139787,383.9252937324369,376.52291005508255,335.4025013936767,367.4062525591195,370.85336530916055,430.57857538121914,460.62371109654697,860.100367966328,942.4163671099901,843.4775478368689,845.2903846829341,876.1470177617834,848.2819806927944,843.2916012173237,1084.0262178263686,1054.5196975109177
4003000301,4029,559.9694928961981,1082.413921181493,522.4019374877307,402.5785987310899,564.8424536029707,554.8242534901193,498.9634435501526,574.6774978647654,516.9002066886545,684.1808818647407,720.3561627855587,979.9438024751249,1101.4127488152146,961.4266907923339,974.0525992305961,1013.8054094665665,941.367129823292,993.936724596361,1405.1587895095488,1370.6213959243998
4003000303,3400,471.71986897526716,1105.3256906245276,447.5187218880019,352.58010984464767,477.7965092529683,463.26897380191787,425.6815491448743,483.37800092163457,442.1511197064184,554.4050392572858,598.6987969596557,1010.2398764993043,1106.2443285747067,998.1709138247727,1008.7612955458054,1033.9498444121339,983.2323962556034,1012.7431643405472,1411.8136767260485,1382.7757194418268
4003000304,2328,288.1088695982403,845.1251629664657,283.16722621437066,210.0674698871017,299.32982839050896,280.302824542258,260.4023896765219,294.68423019637805,262.46854875067567,334.4507654408022,368.10654328554557,777.0901345196216,852.0713385949439,775.3465322073665,787.6868415938416,799.4010883052039,768.2778836901351,791.9755485390258,1035.6018047675511,1018.6752944805019
4003000305,2681,341.61304147560816,937.5941161787582,330.6979181902873,253.90431922614738,360.4534310354557,344.597381042848,315.3813557379489,353.7188702418129,311.77456905785317,388.8986874352102,415.09084131290996,875.8857842465659,948.9434352853484,854.8772296708022,867.380087586012,886.4472924749299,853.8422661066065,886.440822882107,1139.9647390101663,1124.5653883462846
4003000400,2084,313.9234478612061,852.5301727590842,287.8137670305071,214.21371078521537,345.0831232658932,318.16137829355387,294.76347344766873,331.852029687788,299.06722312908715,347.7978984531996,386.558426657942,807.9215959476677,882.7280867767822,778.5728665882652,795.7406239457981,814.413208453256,774.482489718404,807.1274331107641,1019.6283731310178,992.1568771598027
4003000501,1924,331.81659764212753,633.6076289059168,305.9169206844461,267.1337255261807,350.5964261143154,321.0001530701167,309.18286502109356,341.361913746886,315.18524278529117,376.5103300313688,399.46180179944963,605.4383133445641,634.9395573173618,575.1752242824593,596.505865441119,607.9149316151709,577.8784891234409,588.5859138852095,759.4479195028844,756.5824456410422
4003000502,921,143.69725698766908,300.2784156454593,134.88120524755723,114.50745330145277,149.92360047629813,140.51145495385066,125.82504162832828,143.09359289882804,132.916580571112,172.79639528923332,178.81998852236148,290.6771711202876,305.66247743473986,272.77137929058324,284.6535778871594,295.4481034834076,276.7950791813785,289.01143943277225,347.04512892842473,340.44138405038063
4003000503,2063,211.9198044450246,137.39191322187165,188.77417407963983,169.8510923655397,198.06740167595808,202.06269978413764,189.1798256226738,201.88146592207946,188.56709901492889,279.3691342262862,289.5253473139779,124.94427057299048,141.48581632117012,120.33659130055493,114.78805748529875,127.71411546568011,113.95975722645493,128.39586709499537,187.1066568711416,177.79608665855855
4003000600,2600,293.0880334606657,165.09912373606127,261.1912150105964,235.61290165767215,275.76565959941684,278.38233996412237,262.5367210847013,279.0103826014763,262.70948413685625,383.3023291394845,399.28126795166526,149.0466890111137,172.29624654491033,141.43252031240502,136.65595222071101,151.93548529635925,134.62554674439596,151.3171262284755,231.39803782489776,217.1845094412829
4003000700,4833,940.8524931727787,337.08905053790147,852.7846634686152,770.4732330842847,911.0862567848737,891.1527220872414,858.3998192348395,910.5211622463607,873.7750303937722,1175.3218148812366,1224.1577363737836,297.9840324991072,384.39108277450384,264.7220166057544,279.63387804247634,307.003747270992,261.1306047836783,292.3144079387299,493.7419509614005,452.87973396447103
4003000800,5130,962.0723109037173,369.0076633243333,869.6073588096106,784.3618405343325,932.1634434086683,910.887638216823,875.6778467340725,930.6284190137891,892.2020052418848,1203.9714706239693,1259.1507755503048,329.2060205069834,418.45827908209935,291.82212676251794,307.7091509742446,336.961496657084,288.2019795252162,319.53198483445266,537.7372904485698,491.4406411278318
4003000901,3305,648.4441783011034,136.1141795275818,586.6355682053373,547.6965896226618,621.2342093640372,610.5616020801629,600.3574780208844,613.9632676002973,601.4998119246136,811.7083585160959,842.3407193758412,108.47688656829358,148.2743689328139,96.10536335039598,104.17799559880794,109.95709433771118,94.32318906304265,108.58105087104373,240.97966088819297,214.1520061379343
4003000902,2684,468.11388104759556,122.69688991218317,425.0396692557538,391.7312963464556,449.1475085089693,443.2894587076121,429.0093405833553,444.7415206893848,428.73286983952374,590.3059667131939,611.0272987841114,102.84542691723179,135.09408219825227,91.41494347751677,95.7077392472062,106.56273417402656,91.11691980088123,106.85108305576156,195.98346572228812,178.6956146164839
4003001000,1464,639.3016687343603,162.8552307078688,608.8605543042844,580.7724630471355,626.9499628293919,621.5897808846614,600.2586781097974,629.8409143878373,602.0008830826133,735.3211846298755,748.1205973336469,148.9033020474079,173.0020657072765,142.6522843688452,150.21331722268522,164.27491628565465,136.20333413112036,155.28206616173821,198.62878060384554,196.53700984224562
4003001100,3103,966.4460090078819,428.4174622564151,899.5696276518107,809.5877935559657,956.6276229963892,940.5149659489208,903.577108423449,946.1195501733192,912.9001271947843,1148.7911678586904,1180.326117267608,399.03711186544757,483.27383061748264,369.11856685525555,385.2329211530036,416.96542999590594,372.21170032978654,403.59516811472713,512.7696773280966,513.5527540480301
4003001200,2753,678.9430758584016,474.6205219705154,614.1779993607685,539.4746522350621,660.2087308467738,650.7971991767912,612.4055989412626,661.9767656686325,627.4584754599894,857.2527711831224,886.7354898532122,454.1624439566316,527.5582451021659,422.3953371047005,427.9334133315743,453.6258650024677,405.07583114070417,438.517095527184,579.9597950693344,562.3566714998759
4003001301,2333,284.31849128540307,778.3020152505447,253.7423406862745,202.27910539215685,291.625,278.7591911764706,237.30269607843138,288.0511642156863,253.7423406862745,358.0983455882353,395.26623774509807,726.9181985294118,770.5189950980392,705.4751838235294,709.0490196078431,745.5021446078431,694.0389093137255,719.7705269607843,972.0833333333334,961.3618259803922
4003001302,2788,352.6866737718617,679.5984763032144,331.219931938922,252.3510315941445,356.3869020884797,334.21835205281303,300.4915999018067,370.0294555911855,319.27719670424875,442.14284012925856,468.0627539458968,612.2540449019828,691.958660415098,610.6970596078652,628.1690356358129,654.8877049317931,589.0607987482553,629.3940811685667,853.5968822516655,846.3680190678899
4003001401,3437,225.16264939990518,259.5094942236195,198.3626768470694,164.7876712328767,203.37963170896026,199.9063552661127,181.38221423759262,210.3261845946553,204.15147091848192,327.64574444194926,336.52189535144845,219.58825510891535,250.46182348978218,219.58825510891535,224.21929036604536,241.58567258028296,212.25578261845948,218.81641589939366,372.0264989894453,377.04345385133615
4003001402,1802,118.05152581281034,136.05938568256107,104.00044913541433,86.3972602739726,106.63081068942286,104.80979115203233,95.09768695261621,110.27284976420391,107.03548169773187,171.78284302717267,176.43655962272624,115.12890186391196,131.31574219627217,115.12890186391196,117.556927913766,126.66202560071861,111.28452728497642,114.72423085560295,195.05142600494048,197.68178755894903
4003001501,3329,424.44444444444446,577.3333333333334,385.0,309.0,414.0,388.0,360.0,412.0,369.0,576.0,607.0,521.0,581.0,510.0,524.0,553.0,503.0,539.0,737.0,728.0
4003001502,3633,238.00288195224195,274.30840631783815,209.67460139231977,174.18493150684932,214.97765551313722,211.3063103525713,191.72580282955312,222.32034583426903,215.79350999326297,346.33022681338423,355.71255333483043,232.11059959577813,264.74477880080843,232.11059959577813,237.0057264765327,255.36245227936223,224.35998203458342,231.29474511565238,393.2418594206153,398.5449135414328
4003001601,5280,707.7264509501798,1073.3566512583461,633.5229583975347,511.97226502311247,688.2144838212635,640.1935285053929,601.6637904468413,697.3192604006164,625.3553158705702,965.8338983050847,1005.4625577812019,962.064406779661,1087.5941448382127,948.6872110939908,982.8967642526965,1014.2588597842836,919.5614791987673,979.4206471494607,1380.8841294298923,1384.842218798151
4003001602,3038,370.06992242883416,552.1755417046776,336.13909228562676,266.87612509602445,367.0380811978526,366.0826232332607,297.76646847510915,371.7173883118786,328.6481663210526,484.14179651247986,512.2195604262229,494.43953825363485,562.7816296112101,477.59384052018254,486.96398212575616,547.7997776820616,471.98116958181436,510.3643601550601,709.7616328379285,707.8939445744506
4003001701,4355,601.0,883.5555555555555,552.0,454.0,601.0,571.0,505.0,594.0,539.0,773.0,820.0,811.0,902.0,780.0,810.0,858.0,770.0,814.0,1111.0,1096.0
4003001702,3658,518.3791948435835,838.1798919034583,457.0131799631267,391.2925050444983,499.1873970024045,472.2107004245312,423.8236969244858,501.7798663580855,445.5310195764765,725.2473998486706,749.3269884499716,763.9473462657232,845.3158828772567,749.2962124303377,772.2088711378457,821.2283497352729,746.3408219217511,791.4283801729725,1025.8111451563645,1028.0420174336007
4003001703,5039,788.7956849764419,1266.3558958817916,716.6885869565217,595.2563271604938,784.2846014492753,721.1974100912507,668.6829676596886,797.4650295222759,699.5295424047235,1039.307440955448,1076.7492585882985,1165.2374932903917,1284.8346417069242,1123.6325315351583,1180.735262345679,1221.700083870102,1099.3621947128288,1176.8517646269459,1576.7377180622652,1568.1113727858294
4003001801,5649,1026.4581757346523,2199.2199124212307,954.7520366598778,782.2545420748069,1028.15093373851,985.371363107361,876.6561775988965,1055.718278214205,926.3136954600803,1301.5432359184906,1327.3633188396427,2139.5876154376665,2296.8786678735764,2075.1366380564446,2102.8043607689738,2182.239766861712,2011.2780444832379,2120.9259959697843,2419.4520536320433,2444.676068707637
4003001802,3372,536.0588247789584,1080.3614606313288,480.95767058203285,415.21695253228097,531.0028413000107,511.7386523009594,450.25938480480147,547.6542949753175,485.0459347402278,687.0804928950688,715.5731988799259,1038.5174693080965,1094.420869876809,995.1807733457126,1010.9506469351865,1062.3596168054685,963.7768091377174,1016.9230024893837,1266.7177460597902,1274.406211723796
4003001900,7114,1280.7667643229165,2647.2203233506943,1188.0634765625,1014.38818359375,1280.76220703125,1225.0458984375,1082.0810546875,1336.0048828125,1194.32373046875,1577.8818359375,1628.349609375,2548.3955078125,2710.83984375,2475.67919921875,2515.64990234375,2627.12939453125,2376.95703125,2488.15283203125,3016.7109375,3065.46826171875
4003002001,5453,740.1302914260791,1538.903121659513,669.5941689120175,534.5320942608703,727.1175664579811,680.0678280772231,633.5769596596721,751.9111944760783,661.1874708895242,971.9534755079026,1031.231864593443,1446.2229970965348,1573.178188789487,1419.272055455599,1456.2854204129944,1490.6517755596583,1378.6198418242489,1447.5285978648458,1823.3768374372542,1814.9923804949947
4003002002,4295,548.4833747643917,1480.011736844303,521.7578642789763,395.98888719305387,556.5533323838926,536.2154005982044,484.4485733348261,559.3211198954232,505.3952501022038,667.4467394990945,709.2232055938508,1369.6165895316954,1490.771652336577,1363.3102579274332,1378.0468540303475,1422.7532799803214,1345.9173430637966,1393.8616256070409,1777.3245993774074,1778.503429744107
4003002100,4734,762.2028527495912,1715.0243878693573,715.4844022628993,569.107457101148,746.5859529346615,723.3877545142082,670.9137518600362,771.2739651459416,689.6558605944914,971.0820709337762,1002.3344593991579,1591.0819208542382,1717.7003559786003,1577.723448960026,1585.5013724411344,1637.5417641627062,1539.0474566100165,1613.2985328084023,2084.0798281103525,2089.2448108987405
