4013,4007,229.37985671320098
4025,4007,220.04485690318472
4005,4007,530.6090790070282
4017,4007,290.92414161745637
4009,4007,201.46091431924194
4021,4007,239.97959566313108
4009,4021,151.93999464161487
4009,4017,28.108320221800582
4009,4001,167.0834677984124
4009,4011,298.7928654647306
4009,4003,251.62741715205442
4009,4019,19.319874882101928
4005,4015,552.0853982664224
4025,4015,269.89444414289693
4012,4015,194.71545274151322
4025,4005,534.3391382692867
4025,4013,384.139204792371
4025,4012,70.71425967567605
4012,4013,138.53494091364058
4027,4012,336.15120750281426
4019,4023,241.0039280274972
4003,4023,90.37166519852036
4001,4017,807.5634306931261
4001,4011,123.78909706879803
4027,4013,194.201413839275
4027,4019,103.69333548665095
4021,4013,476.0046242927635
4019,4021,332.5754180214231
4017,4005,609.2811580934051
4011,4003,12.43839763773551
4019,4013,211.98490154422504
4019,4003,156.00887572207228
