,0
majmin,2.0
EG,-0.03864177023414181
PA,0.02709808738803984
maxmargin,0.2528062316397055
n_cmpttv,7.0
hier_cmpttv,6.747193768360295
compactness,4596.93973519201
pop_bal,3.333331935064482
time_pop_improvment,13333.882493257523
