map_id,eps,L,number_of_majority_minority_dists_needed,#iterations,#iterations_no_improvement,percentage_depreciation_in_compactness,time_vickrey,time_VRA,time_compactness,time_uncoarsening,time_cmpttveness,total_time,n_restarts,opt_effgap,passymetry_opt,max_margin,#competitive,majmin,compactness,pop_bal*P_bar
51,0.01,1,2,10000,500,0.1,7.123930693,25.35326481,84.50749326,245.883359,211.722296,574.5903437,1,-0.045599311,0.012625657,0.196771172,2,2,5116.648254,7136.663673
52,0.01,1,2,10000,500,0.1,1.265683174,443.51406,241.6776798,230.5333223,182.0069261,1098.997671,6,-0.039054698,0.034320364,0.255330026,4,2,4989.259095,7547.330167
53,0.01,1,2,10000,500,0.1,7.743939161,4.947066307,78.13175702,176.5302777,59.56702709,326.9200673,1,0.16221041,0.041772047,0.334626148,4,2,4054.287285,7926.663341
100,0.01,1,2,10000,500,0.3,0.946108103,58.70617175,172.2928569,201.6300931,216.8587379,650.4339678,2,0.104723069,0.017699725,0.226057185,7,2,5892.708973,7415.330223
100,0.01,1,2,10000,500,0.2,1.527685165,8.645853996,105.3116188,158.2139709,342.6345811,616.33371,1,-0.067463769,0.017712465,0.189739118,4,2,5612.291185,7819.330053
100,0.01,1,2,10000,500,0.1,4.174200058,4.735157967,201.7217951,194.4121518,87.48933721,492.5326421,1,-0.036396864,0.007947071,0.146840453,4,2,4747.16727,7279.663613
100,0.01,1,2,10000,500,0,0.479143858,289.7668369,83.42293811,217.202641,33.11939621,623.9909561,3,-0.028367145,0.038457346,0.313216115,2,2,4508.266519,7449.330208
101,0.01,1,2,10000,500,0.1,2.054322004,11.09435177,166.3111718,210.43894,72.70892096,462.6077065,1,-0.152527013,0.028072954,0.25646815,3,2,5100.032596,6988.663735
101,0.01,1,2,10000,500,0.2,1.407666922,190.296571,116.8653719,231.777086,212.9264381,753.273134,5,-0.057728732,0.021170833,0.246215081,4,2,4883.409482,7604.330143
101,0.01,1,2,10000,500,0.3,4.181377888,435.835264,112.7238297,279.3694992,165.578733,997.6887038,5,-0.145578684,0.029072595,0.179547936,5,2,4742.100098,7819.663386
101,0.01,1,2,10000,500,0,3.070921421,239.9724929,109.9792368,132.6804252,39.84268975,525.5457661,2,0.304184304,0.065400765,0.439221263,3,2,4714.35778,7866.330033
102,0.01,1,2,10000,500,0.2,2.071357012,262.5682919,192.4419107,181.5086772,207.1862211,845.776458,3,-0.160878967,0.032932355,0.175652173,5,2,5750.632409,7449.330208
102,0.01,1,2,10000,500,0.3,2.541213274,321.2868397,342.288552,475.6299789,140.8207543,1282.567338,5,-0.083544207,0.013199317,0.175727114,5,2,5222.777306,7812.663389
102,0.01,1,2,10000,500,0.1,2.783006907,20.28383708,193.8441498,299.7683258,59.48589206,576.1652117,1,0.214336516,0.022756638,0.244622131,4,2,4451.102301,6938.330423
102,0.01,1,2,10000,500,0,1.705121994,136.777436,207.7436671,225.4279349,59.62982106,631.2839811,2,-0.044016168,0.016809902,0.251133263,2,2,3877.272549,7738.330087
103,0.01,1,2,10000,500,0.3,2.842658758,1.174953222,285.852278,567.7033679,226.351022,1083.92428,1,-0.027371016,0.022922976,0.28215429,6,2,5561.042034,7536.663505
103,0.01,1,2,10000,500,0.1,0.415534258,7.562129021,92.12471485,427.4353459,145.631856,673.16958,1,-0.024317157,0.018078164,0.294312223,2,2,5216.751478,7724.663426
103,0.01,1,2,10000,500,0.2,1.247014999,237.6465771,97.9565208,231.4314952,82.76218176,651.0437899,3,0.168493414,0.015648284,0.142207886,6,2,4879.153654,7137.663672
103,0.01,1,2,10000,500,0,0.890525103,14.04469299,173.3687992,239.7343569,36.98710895,465.0254831,1,0.165261815,0.051270825,0.410814237,3,2,3853.128237,7419.663554
104,0.01,1,2,10000,500,0.2,3.30499506,49.42377543,217.3329799,60.14540386,109.391468,439.5986223,2,-0.058954085,0.022117707,0.167815309,6,2,5982.503496,7641.330128
104,0.01,1,2,10000,500,0.3,3.574333191,7.754431009,261.6882851,286.7866619,56.5544672,616.3581784,1,0.062430211,0.015121614,0.241866661,4,2,5274.73382,6959.330414
104,0.01,1,2,10000,500,0,0.833358765,2.320293903,158.120012,200.3309691,39.64449716,401.249131,1,0.207667627,0.039276298,0.342380969,2,2,4705.803557,6795.663816
104,0.01,1,2,10000,500,0.1,2.070259333,13.05496597,228.609777,247.4075301,286.65044,777.7929723,1,0.164710844,0.024543828,0.220753273,5,2,4127.639737,7698.663437
105,0.01,1,2,10000,500,0.3,12.17548609,12.33520603,121.8881333,184.8348868,77.26616096,408.4998732,1,0.172273891,0.021900035,0.214046955,6,2,5882.573447,7044.330378
105,0.01,1,2,10000,500,0.2,0.589305162,61.54159999,428.9252791,631.6153219,170.2613719,1292.932878,1,0.209531718,0.048468797,0.3835712,4,2,4863.892434,7580.663487
105,0.01,1,2,10000,500,0.1,4.48431778,198.220181,187.2565351,181.3301311,138.3696451,709.66081,5,0.04623273,0.019417167,0.275407528,4,2,4550.088709,6715.663849
105,0.01,1,2,10000,500,0,9.490684032,309.1518428,130.225095,170.8775532,106.3270569,726.072232,6,0.084455612,0.033593442,0.428768258,1,2,3964.066666,6925.330428
106,0.01,1,2,10000,500,0.3,1.028586149,303.34586,160.3243699,216.6612422,190.7282379,872.0882962,5,-0.166984623,0.025143838,0.225992895,5,2,5651.340643,7203.330312
106,0.01,1,2,10000,500,0.2,6.830799103,26.5661869,153.8189261,144.2076571,246.399349,577.8229182,1,-0.028608226,0.018624739,0.258061026,6,2,4813.940841,7855.663371
106,0.01,1,2,10000,500,0.1,6.196168184,0.66468215,320.6536791,221.6543469,226.8899329,776.0588093,1,0.177322428,0.009596309,0.17640413,5,2,4437.259341,7898.663353
106,0.01,1,2,10000,500,0,1.514321089,2.138358831,231.81459,80.34986067,78.08119082,393.8983214,1,-0.018906871,0.027653961,0.378937946,3,2,3906.114141,6763.330496
107,0.01,1,2,10000,500,0.3,0.621496916,17.48974705,146.8845649,511.909364,278.2965698,955.2017426,1,0.049569125,0.009221213,0.198422843,7,2,5864.329133,7270.330283
107,0.01,1,2,10000,500,0.2,1.072078228,2.746695042,139.0319901,474.5540392,270.6744289,888.0792315,1,0.093270447,0.018003784,0.171227652,5,2,5022.808023,7491.663524
107,0.01,1,2,10000,500,0.1,1.83923316,45.09441209,120.6644399,213.8787541,48.42109299,429.8979323,1,0.079846863,0.021435142,0.226806212,3,2,4668.171665,7751.663415
107,0.01,1,2,10000,500,0,2.699267864,56.61439109,256.1526411,155.542011,28.83724093,499.845552,1,0.08630485,0.043404111,0.319901609,1,2,4256.943231,6105.330772
108,0.01,1,2,10000,500,0.3,1.911671162,445.4879808,166.9277129,387.0661941,146.0220768,1147.415636,6,0.054956687,0.014538885,0.224263624,5,2,5577.813278,6295.664026
108,0.01,1,2,10000,500,0.1,3.457615137,72.74854302,166.3730781,130.9019446,255.564513,629.0456939,1,-0.152494564,0.014863776,0.228212892,4,2,4988.75577,7533.330173
108,0.01,1,2,10000,500,0.2,1.735604048,125.4005482,79.94887376,95.90142083,139.8240499,442.8104968,3,0.067896338,0.025352768,0.205257732,6,2,4769.055812,7682.330111
108,0.01,1,2,10000,500,0,1.262372255,203.6397541,116.634959,143.4187052,30.09967709,495.0554676,1,0.197404196,0.04179995,0.268107374,3,2,3755.32348,5569.66433
109,0.01,1,2,10000,500,0.3,2.426979065,1111.29124,49.86861205,690.1133637,66.99606776,1920.696263,5,0.062477363,0.022988905,0.221600893,5,2,5796.37233,6783.663821
109,0.01,1,2,10000,500,0.1,0.928369999,5.631428957,161.007982,288.350894,101.5486639,557.4673388,1,-0.146940295,0.040340186,0.250983249,3,2,4999.167548,7925.330009
109,0.01,1,2,10000,500,0.2,1.72817111,7.822504759,102.4625261,133.9441452,104.8386509,350.7959981,1,-0.034473893,0.040982019,0.330142708,4,2,4806.654434,7068.330368
109,0.01,1,2,10000,500,0,4.905313015,237.6942811,185.4244852,192.6272819,31.43582582,652.0871871,5,0.088481223,0.039946522,0.411656787,2,2,4358.867016,7817.330054
110,0.01,1,2,10000,500,0.2,1.511202097,70.4807229,56.93751597,246.0851541,40.78651714,415.8011122,2,-0.010764416,0.023399316,0.221649174,2,2,5034.085348,7796.330063
110,0.01,1,2,10000,500,0.3,0.448846102,26.83393407,176.5338559,269.6094091,131.8620207,605.2880659,1,0.093533273,0.015643843,0.213304838,5,2,4541.932058,7041.33038
110,0.01,1,2,10000,500,0.1,1.755684137,30.23103499,108.8863511,127.3214359,82.40398312,350.5984893,2,-0.157153577,0.025272497,0.259831921,4,2,4518.480542,6659.33054
110,0.01,1,2,10000,500,0,0.264019966,19.01656914,81.7827282,167.5660121,31.20803285,299.8373623,1,-0.029244577,0.022548071,0.231341401,0,2,4272.697491,6528.330595
111,0.01,1,2,10000,500,0.3,0.780195236,135.3489988,82.89959288,315.9913309,94.27459407,629.2947118,2,0.209913052,0.034700797,0.215047253,6,2,5636.950366,6557.330583
111,0.01,1,2,10000,500,0,2.931010008,42.52723598,138.0103729,125.4198799,30.53973675,339.4282355,2,-0.030696944,0.027429599,0.238852305,2,2,4691.907197,7815.330055
111,0.01,1,2,10000,500,0.2,2.755963326,23.55722904,92.15044022,197.6524251,166.320704,482.4367616,1,-0.028414218,0.017346108,0.188247054,4,2,4657.394181,7893.330022
111,0.01,1,2,10000,500,0.1,4.609923124,17.63487792,169.150393,330.0945013,193.0726292,714.5623245,1,-0.061059153,0.015762784,0.161460043,4,2,4192.128265,6892.330442
112,0.01,1,2,10000,500,0.3,0.86898613,510.6694498,108.006144,48.44507313,305.4472821,973.4369352,8,-0.043777171,0.014050345,0.220027475,7,2,5957.954776,7409.663558
112,0.01,1,2,10000,500,0.2,0.401894093,309.1049192,156.2068031,74.50166607,136.4646869,676.6799693,1,0.207191236,0.030971734,0.378497101,3,2,5128.84581,6893.663775
112,0.01,1,2,10000,500,0.1,0.861438274,26.244771,155.40327,98.18750405,328.7720709,609.4690542,1,0.092253472,0.017934781,0.152395697,5,2,4934.096373,7706.663434
112,0.01,1,2,10000,500,0,0.529785156,13.47999883,230.0241702,169.1663828,32.00242305,445.20276,1,0.079128433,0.033036574,0.386760693,0,2,3877.083234,7881.66336
113,0.01,1,2,10000,500,0.2,2.519226789,26.29162979,130.5233548,260.8666701,116.3294711,536.5303526,1,0.179378077,0.028242007,0.273158758,6,2,5419.545105,6827.330469
113,0.01,1,2,10000,500,0.3,1.915654182,7.749648333,191.4255521,507.7591329,323.3052518,1032.155239,1,0.032047143,0.01010414,0.121445141,7,2,5401.658577,6805.663812
113,0.01,1,2,10000,500,0.1,2.476232052,1.594537258,286.9750149,159.2607119,115.5479653,565.8544614,1,0.071128582,0.009244284,0.173808695,3,2,4606.431203,7088.33036
113,0.01,1,2,10000,500,0,1.099977016,2.10116601,87.16261005,189.705471,37.907161,317.9763851,1,0.090031804,0.049054605,0.345507832,1,2,4074.983169,6893.663775
114,0.01,1,2,10000,500,0.3,2.46211195,6.844836235,73.25741696,286.3472531,90.08194923,458.9935675,1,-0.046704902,0.016214895,0.228413264,5,2,5328.952312,7540.663503
114,0.01,1,2,10000,500,0.1,1.54042697,660.0635509,229.1192708,281.1359439,75.62984324,1247.489036,12,0.084113603,0.035054369,0.328062769,3,2,4422.538546,7516.663513
114,0.01,1,2,10000,500,0,0.598520279,328.7290938,185.064436,248.4584379,33.88016891,796.7306569,5,0.18518154,0.064952607,0.462787361,2,2,3945.1389,7922.663343
114,0.01,1,2,10000,500,0.2,5.625461102,1367.384244,93.411448,147.78548,55.26093197,1669.467565,6,0.082029413,0.020316325,0.21025711,3,2,3792.917,7803.663393
115,0.01,1,2,10000,500,0.3,4.611171246,24.97419906,62.90352011,392.005439,111.6512592,596.1455886,1,0.085438632,0.022796905,0.166407983,6,2,6307.584019,7929.330007
115,0.01,1,2,10000,500,0.2,1.408463001,1.916705132,124.7821341,195.5671344,146.7592897,470.4337263,1,-0.024120487,0.03332982,0.250267929,4,2,5192.948965,7784.663401
115,0.01,1,2,10000,500,0.1,2.860848904,578.857635,163.1562519,76.30413604,114.498117,935.6769888,9,0.169813246,0.028586519,0.287910616,5,2,4214.544358,7356.330247
115,0.01,1,2,10000,500,0,3.395782709,198.5841379,108.8298979,288.9998572,31.94363618,631.7533119,4,0.063834672,0.036472808,0.40349288,3,2,3910.265789,5112.331189
116,0.01,1,2,10000,500,0.3,4.064247608,222.641732,167.4970269,167.3740361,147.18185,708.7588925,3,-0.159798777,0.037798846,0.299818519,4,2,4994.23817,7262.330287
116,0.01,1,2,10000,500,0.1,0.83504796,2.265413046,131.265728,200.3002551,52.81275725,387.4792013,1,-0.033568131,0.029700364,0.259019021,4,2,4892.092529,5597.664318
116,0.01,1,2,10000,500,0.2,0.884695053,67.88963103,156.2267151,216.8274808,132.5043981,574.3329201,1,0.074155318,0.015408493,0.247575246,6,2,4702.96065,7697.663438
116,0.01,1,2,10000,500,0,3.353530169,26519.99547,139.1263759,68.69899535,57.46037197,26788.63474,7,0.068831608,0.040623197,0.263917551,1,2,4129.614662,7542.663503
117,0.01,1,2,10000,500,0.3,1.636501074,2249.811673,143.2090998,415.854733,503.9252019,3314.437208,2,0.079486801,0.023709497,0.19601164,6,2,5830.679969,7939.663336
117,0.01,1,2,10000,500,0.2,0.501449347,14.36818314,190.6956091,336.3925619,150.2658761,692.2236795,1,-0.017028996,0.017317389,0.21585397,5,2,4848.019652,7785.663401
117,0.01,1,2,10000,500,0.1,1.865831137,1.365942001,126.8950088,244.6389689,140.1811512,514.946902,1,-0.167534117,0.031298592,0.216809836,5,2,4549.753051,7259.330288
117,0.01,1,2,10000,500,0,2.053109884,69.45481086,121.7711711,179.318501,27.76932096,400.3669138,2,0.095095354,0.020350905,0.325411215,2,2,3647.337608,6533.663926
118,0.01,1,2,10000,500,0.2,0.672736883,69.26374221,63.63645005,146.0423088,75.60120201,355.21644,2,0.169699151,0.018640339,0.2552895,6,2,5704.612171,7921.33001
118,0.01,1,2,10000,500,0.3,2.006126881,606.6159508,68.80053091,437.398459,94.35688615,1209.177954,6,-0.059027098,0.034580967,0.203623494,6,2,5364.329979,7166.330327
118,0.01,1,2,10000,500,0.1,0.9169209,21.62280488,135.942086,91.64661789,76.66049409,326.7889237,1,-0.049366626,0.013212487,0.235554495,2,2,4627.112943,7119.66368
118,0.01,1,2,10000,500,0,4.739846945,58.1888442,167.5395222,213.795253,98.02990317,542.2933695,1,0.213319657,0.044625407,0.41829589,2,2,4145.372569,7522.663511
119,0.01,1,2,10000,500,0.3,2.317407131,3.542110205,94.21779895,369.4951932,378.143765,847.7162745,1,0.064554731,0.018205091,0.225470044,6,2,5887.672272,6991.663734
119,0.01,1,2,10000,500,0.2,1.410440922,4.063057899,224.6866071,332.9739249,143.023335,706.1573658,1,-0.02173032,0.01482405,0.179698732,4,2,5384.972262,7748.663416
119,0.01,1,2,10000,500,0.1,2.5189569,62.94630408,117.5685918,393.3083463,177.3670881,753.7092872,2,0.082688967,0.013582281,0.135371144,3,2,4444.579484,7436.330214
119,0.01,1,2,10000,500,0,3.918633938,40.48548913,86.42044425,381.2118692,38.0043211,550.0407577,1,-0.036275825,0.020985847,0.225284017,1,2,4413.581063,7379.663571
120,0.01,1,2,10000,500,0.3,0.879578829,203.4190619,137.8382971,230.9265139,237.2323639,810.2958157,1,0.088209047,0.018434704,0.145099011,5,2,5009.671478,7864.663367
120,0.01,1,2,10000,500,0.2,3.356557846,175.1324961,137.709656,464.9212801,259.622483,1040.742473,2,0.081859804,0.013074956,0.208997629,5,2,4965.143423,7829.330049
120,0.01,1,2,10000,500,0.1,1.231981993,33.14875007,137.843529,368.7890661,131.5672009,672.580528,1,-0.014267661,0.020608245,0.234230781,3,2,4629.949487,7687.663442
120,0.01,1,2,10000,500,0,3.887006283,0.523116112,66.44387984,133.678436,58.67653608,263.2089744,1,0.092787144,0.040452228,0.408815024,2,2,4294.544817,7837.663379
121,0.01,1,2,10000,500,0.2,2.402750969,294.7828889,178.929255,255.0867319,76.63459992,807.8362267,5,0.030772152,0.020280868,0.237890624,4,2,4975.178302,7690.330107
121,0.01,1,2,10000,500,0.1,0.916145802,0.816794872,115.8147132,228.284657,127.58095,473.4132609,1,0.300789403,0.019177154,0.243383132,5,2,4660.65797,6377.330658
121,0.01,1,2,10000,500,0.3,0.291916847,154.9655252,139.2681322,172.879663,51.64217615,519.0474133,5,0.059645679,0.029143648,0.270000558,4,2,4325.207051,6362.330664
121,0.01,1,2,10000,500,0,2.30893302,89.80637097,153.4701021,203.6427667,45.7432971,494.9714699,2,-0.043120094,0.034228881,0.265601177,2,2,3800.826142,7746.663417
122,0.01,1,2,10000,500,0.3,1.236660004,54.22582293,113.3009741,289.1406739,367.096035,825.0001659,2,0.173469645,0.014858915,0.212043643,5,2,6112.159445,7561.330161
122,0.01,1,2,10000,500,0.2,1.675171852,58.33873391,160.5111179,151.2862463,100.7509909,472.5622609,2,-0.042264372,0.02059124,0.243061631,5,2,4976.676537,7535.663506
122,0.01,1,2,10000,500,0,0.365257978,1.745411158,131.4071999,166.560231,28.18374729,328.2618473,1,-0.063912471,0.032196569,0.399896395,1,2,4431.090401,7087.33036
122,0.01,1,2,10000,500,0.1,1.807862043,176.0529337,86.59221315,122.2029369,94.71502686,481.3709726,4,-0.028795125,0.025966926,0.306566406,2,2,4038.841961,7135.663673
123,0.01,1,2,10000,500,0.3,0.732415915,12.5904603,100.05691,326.677397,358.881773,798.9389563,1,0.093617761,0.022122019,0.176274083,8,2,5254.027033,7901.330019
123,0.01,1,2,10000,500,0.2,1.249876976,3.540421963,274.276437,231.8049111,104.266681,615.1383281,1,-0.023451675,0.011657644,0.195806423,5,2,4840.609166,7849.663374
123,0.01,1,2,10000,500,0.1,3.788111925,62.96177983,165.906698,327.3393211,37.78548002,597.7813909,1,-0.01262794,0.022145785,0.228100043,2,2,4835.796563,6853.663792
124,0.01,1,2,10000,500,0.3,0.751957893,3.714993,75.54397488,256.477881,103.9344709,440.4232776,1,-0.02607008,0.022243535,0.174173072,4,2,5787.853409,7890.330023
124,0.01,1,2,10000,500,0.1,0.386944056,108.805203,207.2230959,208.0924931,220.996423,745.504159,2,0.077901047,0.013141477,0.224020084,5,2,5658.779543,7793.330064
124,0.01,1,2,10000,500,0.2,4.273719788,1.402961016,185.3107152,241.30006,66.60314584,498.8906019,1,-0.048410382,0.016915177,0.238062496,4,2,5109.516083,7492.663524
125,0.01,1,2,10000,500,0.2,7.645336151,2.680484056,109.8007762,627.8597739,120.045228,868.0315983,1,0.077654132,0.016132448,0.220788824,5,2,5018.443302,7901.663352
125,0.01,1,2,10000,500,0.3,2.463737011,2.739470959,197.7131112,170.7918701,98.296767,472.0049562,1,-0.048682015,0.017600453,0.267825432,5,2,4822.723295,7777.663404
125,0.01,1,2,10000,500,0.1,0.383134127,2.849916935,200.792973,173.2112932,109.749094,486.9864113,1,-0.017424342,0.042245675,0.382465911,4,2,4601.601428,6834.6638
126,0.01,1,2,10000,500,0.2,4.789212704,1.090404987,156.5463769,221.415875,88.59050012,472.4323697,1,-0.070552674,0.026975789,0.224325246,4,2,5338.177446,7439.663546
126,0.01,1,2,10000,500,0.1,4.218211889,9.962873936,111.821481,151.9429848,78.62214804,356.5676997,1,-0.170463682,0.022612406,0.22315111,4,2,4830.698519,7199.663646
126,0.01,1,2,10000,500,0.3,5.118063927,129.1015902,58.78187394,323.086678,158.6612728,674.7494788,4,0.190999748,0.028408549,0.360883053,4,2,4770.655362,6596.330566
127,0.01,1,2,10000,500,0.2,0.366949081,2.538563967,132.634254,335.066869,313.9450889,784.5517249,1,0.069742638,0.005819913,0.130946739,5,2,4953.785823,7579.330154
127,0.01,1,2,10000,500,0.1,0.495583057,657.8277471,193.9854379,241.5759118,79.31848192,1173.203162,5,-0.021738425,0.026058828,0.232593234,1,2,4885.417518,6950.330418
127,0.01,1,2,10000,500,0.3,1.734888077,84.40833688,194.1837499,264.8704698,93.76848316,638.9659278,2,0.292953919,0.030199817,0.27373673,5,2,4438.758287,7224.663636
128,0.01,1,2,10000,500,0.3,3.436331034,2.664284945,86.854491,445.2209039,77.88733387,616.0633447,1,0.301536704,0.013513921,0.225335513,5,2,5466.784074,7556.663497
128,0.01,1,2,10000,500,0.2,5.030173779,68.41956592,268.12936,295.6611462,142.876596,780.1168418,1,-0.032309026,0.031116521,0.278491201,6,2,4837.249477,7683.663443
129,0.01,1,2,10000,500,0.2,4.117419004,11.04514289,97.28214216,202.0888679,100.604522,415.1380939,1,0.203280114,0.023776927,0.210200703,7,2,5346.348195,7828.663383
129,0.01,1,2,10000,500,0.3,8.254324913,299.8048918,65.70062733,179.7027912,299.1803846,852.6430199,3,0.173843119,0.009257543,0.137477094,5,2,5021.208448,7405.66356
130,0.01,1,2,10000,500,0.3,0.294475794,3.619660139,168.4031529,187.0208597,88.42968607,447.7678347,1,0.113902002,0.014142625,0.16689137,5,2,5482.551049,7566.330159
131,0.01,1,2,10000,500,0.3,1.657299042,6.664824963,192.1659429,138.0783613,103.4863939,442.0528221,1,0.083942506,0.020960295,0.169249349,8,2,5922.314711,7669.330116
132,0.01,1,2,10000,500,0.3,1.166361094,176.6710439,140.479115,525.5015388,84.68155169,928.4996104,2,-0.044693854,0.022872647,0.172271259,4,2,5611.673259,7636.33013
133,0.01,1,2,10000,500,0.3,0.352574825,69.09250808,103.4691741,487.6915689,89.52069807,750.126524,1,-0.046728104,0.032598101,0.260024369,4,2,5180.102863,6856.66379
200,0.01,1,2,10000,500,0.3,3.952911854,0.350328922,218.031431,170.2628131,329.1174867,721.7149715,1,0.067489496,0.010989014,0.170176693,5,2,5148.51949,7561.663495
200,0.01,1,2,10000,500,0.1,8.602510929,188.976701,140.6643269,214.8250642,99.62914085,652.6977439,2,0.210859963,0.035875884,0.242572167,4,2,5106.593626,7397.663563
200,0.01,1,2,10000,500,0,7.02503705,0.00344491,104.5000887,185.5851822,33.67750907,330.7912619,1,-0.024825383,0.021439485,0.22150708,1,2,4909.048734,7702.330102
200,0.01,1,2,10000,500,0.2,0.692910194,24.40271997,71.50740504,202.3047462,78.65586996,377.5636513,1,-0.030391485,0.017889022,0.247804606,3,2,4756.827446,6342.330673
201,0.01,1,2,10000,500,0.3,5.676186085,88.33205009,117.6148472,224.3147619,206.6462851,642.5841303,2,-0.150095784,0.016061131,0.224846823,7,2,5331.128411,7587.663484
201,0.01,1,2,10000,500,0.2,2.393199682,11.3989017,67.26158881,525.0238371,93.72916412,699.8066914,1,-0.03837876,0.026338519,0.251706289,7,2,4597.820605,5730.33093
201,0.01,1,2,10000,500,0.1,3.119502068,13.17600608,90.86463189,232.391094,128.138062,467.689296,1,0.211264948,0.043956783,0.338739086,3,2,4586.51373,7355.330248
201,0.01,1,2,10000,500,0,1.289310932,0.837760925,124.7636311,251.7428262,57.31437397,435.9479032,1,0.083343629,0.031536339,0.382939652,1,2,3778.79926,7747.330083
202,0.01,1,2,10000,500,0.3,4.770410061,225.4807019,164.3848791,141.3750637,122.0229609,658.0340157,5,0.087281259,0.010316696,0.221186344,7,2,5408.515791,7397.33023
202,0.01,1,2,10000,500,0.1,2.357795,5.45199585,167.7060149,186.411953,173.1832428,535.1110015,1,-0.013300801,0.034516589,0.218010364,5,2,4950.680672,7532.663507
202,0.01,1,2,10000,500,0.2,0.385787725,108.7840691,279.6330934,87.37918687,123.3601999,599.5423369,2,0.071796349,0.017624803,0.22363547,7,2,4936.047066,7437.663547
202,0.01,1,2,10000,500,0,1.349941254,4.596076012,115.789542,443.7144701,100.7383151,666.1883445,1,0.056141713,0.037946732,0.46825853,4,2,4068.200731,7768.663408
203,0.01,1,2,10000,500,0.3,6.789597273,167.8726621,342.842603,281.2554393,148.6702793,947.4305809,3,0.197281411,0.013562276,0.206161375,7,2,5364.37342,7902.663352
203,0.01,1,2,10000,500,0.2,2.685950994,541.6584258,293.3365519,264.4933052,91.1521337,1193.326368,1,-0.038714497,0.015806987,0.237922796,4,2,4916.589568,7502.663519
203,0.01,1,2,10000,500,0.1,11.60614872,11.68365383,90.63744593,303.7273641,99.38455582,517.0391684,1,0.186209661,0.016379191,0.23352926,5,2,4418.242135,7400.330229
203,0.01,1,2,10000,500,0,6.030534983,35.45582676,132.4957352,197.9238107,30.13974619,402.0456538,1,0.104353697,0.032837548,0.326641318,1,2,4023.856989,6626.663887
204,0.01,1,2,10000,500,0.2,4.500272751,402.2827692,234.3632939,450.3858423,379.9170499,1471.449228,5,0.052321771,0.019545409,0.222105373,6,2,5157.383963,7723.330093
204,0.01,1,2,10000,500,0.3,2.440628052,279.136059,234.5254569,317.9669869,300.0622249,1134.131356,5,0.167462125,0.007500936,0.128790078,6,2,5042.551921,7871.330031
204,0.01,1,2,10000,500,0,4.656002045,39.41943908,174.6133959,169.000864,47.55454612,435.2442472,2,-0.026785966,0.036717171,0.340586588,2,2,4611.175364,7920.663344
204,0.01,1,2,10000,500,0.1,3.074658155,21.63733411,108.771245,396.7405643,116.4264357,646.6502373,1,0.142812037,0.010903704,0.156093392,4,2,4167.799979,7526.330176
205,0.01,1,2,10000,500,0.3,0.76836729,117.3997729,141.9273131,204.5158799,459.029356,923.6406891,2,0.058956609,0.017721488,0.20103087,7,2,6008.621118,7941.330002
205,0.01,1,2,10000,500,0.1,3.365768194,900.3167479,196.2378912,140.1640289,107.4404871,1347.524923,5,0.174926214,0.020219338,0.247429968,5,2,5097.039139,7603.663477
205,0.01,1,2,10000,500,0.2,22.25682092,353.108995,196.153208,128.4748428,161.8987081,861.8925748,7,-0.0413059,0.041569252,0.335605694,6,2,4791.261932,6862.663788
205,0.01,1,2,10000,500,0,7.083812714,17.18351912,285.660598,321.5047538,77.22691321,708.6595969,1,-0.150810456,0.039126947,0.273210461,4,2,4324.805065,7450.663541
206,0.01,1,2,10000,500,0.3,1.720933914,180.205816,290.305676,432.7433388,409.087456,1314.063221,3,0.089440418,0.016180359,0.24125051,7,2,5280.874546,7712.663431
206,0.01,1,2,10000,500,0.2,1.466370821,63.50715899,96.7180512,75.89892197,236.8365297,474.4270327,2,-0.047791522,0.031409418,0.267264845,5,2,5174.269189,7305.330269
206,0.01,1,2,10000,500,0.1,2.774196863,7.974942923,86.70187902,92.90798593,85.52479482,275.8837996,1,0.039363513,0.012872079,0.140012832,4,2,4406.875388,7597.66348
206,0.01,1,2,10000,500,0,6.370455742,835.5077078,209.2494361,451.7711487,44.0465591,1546.945307,5,0.046691862,0.044307904,0.376615601,2,2,4186.330159,6941.330421
207,0.01,1,2,10000,500,0.3,4.134756804,10.54095387,107.674278,531.719434,124.5180981,778.5875208,1,-0.02932668,0.024189796,0.231072199,4,2,5272.509853,7235.663631
207,0.01,1,2,10000,500,0.2,2.817003012,228.9627721,134.9548659,205.971334,155.3998809,728.1058559,5,-0.067100159,0.02668402,0.226564285,5,2,4846.100113,7941.663335
207,0.01,1,2,10000,500,0,1.798330784,30.13657498,134.4319961,166.8027539,175.0819259,508.2515817,1,0.093258748,0.03833955,0.330016251,3,2,4525.525125,7738.66342
207,0.01,1,2,10000,500,0.1,1.058892012,8.597975731,189.976218,484.6510792,40.26236296,724.5465279,1,-0.030622448,0.017203565,0.226683643,3,2,4498.20841,7468.3302
208,0.01,1,2,10000,500,0.3,3.455001116,9.261421204,186.2946229,310.5049021,171.216078,680.7320254,1,-0.045105152,0.015326697,0.182908349,5,2,5417.654425,5765.664248
208,0.01,1,2,10000,500,0.2,0.678462267,143.212116,243.8652661,253.7780371,194.2176058,835.7514873,5,0.066724698,0.013507392,0.229679292,5,2,4920.869126,7069.330368
208,0.01,1,2,10000,500,0.1,0.346870899,110.3266649,137.8304703,124.2772937,58.837672,431.6189718,2,-0.043528439,0.018879194,0.226067567,4,2,4707.523551,7369.663575
