map_id,eps,L,number_of_majority_minority_dists_needed,#iterations,#iterations_no_improvement,percentage_depreciation_in_compactness,time_vickrey,time_VRA,time_compactness,time_uncoarsening,time_cmpttveness,total_time,n_restarts,opt_effgap,passymetry_opt,max_margin,#competitive,majmin,compactness,pop_bal*P_bar
21,0.01,1,2,10000,500,0.2,1.521989822,230.587393,144.040416,204.3375659,122.1617701,702.6491349,4,0.091245004,0.015088463,0.218804191,5,2,4616.838683,5079.331203
22,0.01,1,2,10000,500,0.3,5.212726116,232.3370423,64.46703911,257.331141,115.191819,674.5397675,5,0.075629224,0.012122858,0.169420496,3,2,5122.262441,7424.330219
22,0.01,1,2,10000,500,0.2,5.765398979,11.825881,431.154495,232.4727521,136.7130151,817.9315422,1,-0.027122329,0.021717602,0.246836377,5,2,5023.400897,5083.664534
22,0.01,1,2,10000,500,0.1,3.99442625,1360.063246,140.2721732,180.908694,160.0266979,1845.265237,6,0.096570666,0.017792805,0.237150005,4,2,4558.816927,6531.330593
23,0.01,1,2,10000,500,0.3,1.389271021,243.750443,127.322315,306.957654,139.845422,819.265105,5,0.182998521,0.014364692,0.124102417,7,2,6305.311652,7424.330219
23,0.01,1,2,10000,500,0.2,2.202026129,8.659945011,263.5906317,188.3463187,44.95435476,507.7532763,1,-0.068927427,0.019046358,0.208801951,5,2,5397.170413,7609.330141
23,0.01,1,2,10000,500,0.1,1.444391012,456.7881408,156.5131018,147.4829779,54.36290812,816.5915196,5,-0.028092248,0.026974688,0.322483198,4,2,4374.492012,7418.330221
24,0.01,1,2,10000,500,0.3,2.831840992,2.493187189,183.7809699,315.580431,78.03728914,582.7237182,1,-0.04615577,0.019348597,0.304947867,6,2,5430.80543,7100.663688
24,0.01,1,2,10000,500,0.2,6.223176956,259.7110283,334.0670469,271.3476312,162.240279,1033.589162,5,0.170884401,0.015041954,0.165503988,5,2,5036.694923,7618.330138
24,0.01,1,2,10000,500,0.1,1.705706358,18.99176788,138.0333111,388.277,156.308742,703.3165274,1,0.095108868,0.017915324,0.332787867,5,2,4224.36761,7789.330066
25,0.01,1,2,10000,500,0.3,2.230536938,32.54660821,177.2521091,167.0624809,285.6739683,664.7657034,1,0.077377,0.016929022,0.195783524,5,2,4853.383622,7731.663423
25,0.01,1,2,10000,500,0.1,1.266147852,785.3692589,89.3802352,130.5642281,71.79756308,1078.377433,6,0.090059734,0.023031797,0.229547196,4,2,4705.179697,7288.330276
25,0.01,1,2,10000,500,0.2,1.624089241,7214.46682,161.3259058,197.8090191,65.89243412,7641.118268,8,0.08472194,0.026935884,0.372146195,4,2,3927.199512,6231.664053
26,0.01,1,2,10000,500,0.3,2.342714071,2.694359064,190.1969049,85.34004688,161.9599421,442.533967,1,-0.03144044,0.029253819,0.196522031,4,2,5941.746367,6958.330414
26,0.01,1,2,10000,500,0.2,1.156625748,588.8849218,188.8109987,130.8304791,342.421736,1252.104761,3,0.172053545,0.010791812,0.124792809,5,2,4910.264067,6888.663777
26,0.01,1,2,10000,500,0.1,10.59244514,265.012727,107.5890989,352.6534979,77.63313794,813.480907,2,-0.036650277,0.023430832,0.21265866,4,2,4303.3416,7848.330041
27,0.01,1,2,10000,500,0.3,2.837079048,154.365181,254.0984271,161.878264,191.8750861,765.0540371,3,-0.01973948,0.013261621,0.184931841,5,2,5402.345271,7388.330234
27,0.01,1,2,10000,500,0.2,3.375874043,5.202280998,222.2961812,175.8138511,105.3731301,512.0613174,1,0.203978475,0.025409917,0.231467701,6,2,5252.529698,7403.330228
27,0.01,1,2,10000,500,0.1,1.588567972,243.724586,166.3025341,144.5055671,318.9186139,875.0398691,5,0.070131591,0.013162435,0.175258063,4,2,5208.179552,7784.330068
28,0.01,1,2,10000,500,0.3,0.610529184,154.1810842,234.7034109,413.103096,246.7238512,1049.321971,3,-0.043917674,0.031492526,0.236171652,5,2,5322.35696,7910.663348
28,0.01,1,2,10000,500,0.1,4.761459112,190.0555582,41.25937319,232.7393789,92.06688499,560.8826544,2,0.218216547,0.045861449,0.305065045,4,2,5072.406216,7346.663585
28,0.01,1,2,10000,500,0.2,3.993505716,60.23614478,167.5113358,135.587136,171.1787689,538.5068913,1,0.178901473,0.013220341,0.142931323,7,2,4934.122371,7676.330113
29,0.01,1,2,10000,500,0.3,5.374512911,29.338063,279.5200269,417.9814842,716.385313,1448.5994,1,-0.072059363,0.017041699,0.144049362,7,2,5793.109551,7621.330136
29,0.01,1,2,10000,500,0.2,4.427506924,413.4950719,114.4459162,219.894058,290.3484297,1042.610983,7,0.200213339,0.024572042,0.323076214,5,2,4956.933904,7354.663581
29,0.01,1,2,10000,500,0.1,8.466845036,0.002848625,282.2928939,128.6990993,210.0693228,629.5310097,1,0.156876163,0.015659617,0.255351013,6,2,4636.970049,7668.330117
30,0.01,1,2,10000,500,0.3,0.663293839,403.8621237,115.3668919,212.0848978,322.4762659,1054.453473,5,0.066425588,0.010323602,0.140058348,7,2,5457.992297,7371.330241
30,0.01,1,2,10000,500,0.2,1.780483007,36.96049619,156.9604747,121.4026344,128.4394939,445.5435822,1,-0.018396275,0.021060439,0.225747944,6,2,5196.09047,7597.330146
30,0.01,1,2,10000,500,0.1,1.725191116,13.47319198,93.29899597,242.3673778,113.5506451,464.4154019,1,0.150812586,0.009887235,0.227438171,5,2,4641.388077,7702.663435
31,0.01,1,2,10000,500,0.3,0.157737017,160.1817698,91.46185803,349.213975,398.6529999,999.6683397,5,-0.017027637,0.021255152,0.264270429,6,2,5283.443486,7507.663517
31,0.01,1,2,10000,500,0.2,6.755332232,70.71584511,48.21101904,225.5353322,185.2780259,536.4955544,1,0.096529554,0.015075061,0.223593387,5,2,5057.05533,7679.663445
31,0.01,1,2,10000,500,0.1,7.281220198,11.21579599,50.48970819,176.8471618,194.4744236,440.3083098,1,0.300869656,0.021092062,0.262789979,5,2,4876.636752,6329.664011
32,0.01,1,2,10000,500,0.3,3.555361986,6.54593873,113.3345983,139.9804218,157.2369099,420.6532307,1,0.049701378,0.012746309,0.138349611,6,2,5641.899649,7521.330178
32,0.01,1,2,10000,500,0.1,3.022877932,9.255312204,118.6662769,83.11339593,63.74282789,277.8006909,1,-0.154670599,0.028556014,0.169893396,5,2,5469.062229,7943.330001
32,0.01,1,2,10000,500,0.2,4.461350918,18.72211909,147.1901429,320.2014432,284.9434402,775.5184963,1,0.048199527,0.007528513,0.120430768,6,2,4875.558834,7533.330173
33,0.01,1,2,10000,500,0.2,4.962736845,15.25236106,139.1719849,225.1993682,98.0040679,482.590519,1,0.173484712,0.009550803,0.171116505,5,2,5641.214684,7462.663536
33,0.01,1,2,10000,500,0.1,4.879888296,75.35724425,121.4589109,220.5603731,212.2354591,634.4918756,2,0.067919065,0.022680798,0.245832557,4,2,5288.658676,7588.33015
33,0.01,1,2,10000,500,0.3,3.640961885,11.40776396,114.484983,216.8395452,67.75571609,414.1289701,1,0.17811488,0.017640098,0.226889925,6,2,4840.74627,4779.664662
34,0.01,1,2,10000,500,0.3,4.831738949,466.6354811,84.67756009,237.8630359,79.55035901,873.5581751,4,-0.037971432,0.023522092,0.208052384,5,2,5504.616243,7073.663699
34,0.01,1,2,10000,500,0.2,1.279665947,109.026618,157.761724,234.1280611,199.8381259,702.0341949,2,-0.041569918,0.017996528,0.169009774,6,2,5270.520828,7901.330019
34,0.01,1,2,10000,500,0.1,4.239546776,7.741739035,106.8642378,186.0247071,56.2380681,361.1082988,1,-0.175284663,0.040375022,0.232256794,4,2,4476.692237,7244.330294
35,0.01,1,2,10000,500,0.2,2.556618929,310.1055431,299.74951,279.8422151,108.0178008,1000.271688,3,0.075818279,0.02300569,0.292916476,4,2,4877.489052,7692.66344
35,0.01,1,2,10000,500,0.1,1.502991199,328.0047209,119.5617528,417.1830201,93.88964987,960.1421349,1,-0.051670963,0.024123133,0.242819239,2,2,4134.648938,7588.663483
36,0.01,1,2,10000,500,0.2,0.993070841,8.232285976,185.441334,115.2559681,146.7956841,456.718343,1,0.171882193,0.025553419,0.316493643,6,2,4903.245363,7235.663631
36,0.01,1,2,10000,500,0.1,5.712357044,0.002824068,238.8744569,227.8195031,48.16143417,520.5705752,1,-0.031427081,0.030005654,0.228704209,3,2,4464.582535,6660.330539
37,0.01,1,2,10000,500,0.2,11.41606402,6.767780066,85.60694242,296.3739107,38.59371305,438.7584102,1,-0.034604433,0.025128731,0.221279725,2,2,5071.49576,5989.664154
37,0.01,1,2,10000,500,0.1,2.337050915,62.73182583,123.6299839,97.03050637,105.912852,391.6422191,2,0.089631183,0.022713677,0.322699686,5,2,4648.905399,7609.330141
38,0.01,1,2,10000,500,0.2,1.393841028,47.1716218,98.02656364,176.790951,143.9011631,467.2841406,2,0.20213755,0.019504759,0.207848615,4,2,4744.352606,7799.663395
38,0.01,1,2,10000,500,0.1,2.412327766,43.79292083,113.5004399,483.3109961,101.1735129,744.1901975,2,-0.046510271,0.012791374,0.222199652,4,2,4481.950153,7569.330158
39,0.01,1,2,10000,500,0.2,12.46720099,23.14899278,90.226686,433.7850702,129.2685139,688.8964639,1,-0.16421698,0.044665599,0.223822736,5,2,4599.507619,6690.66386
39,0.01,1,2,10000,500,0.1,1.462852716,61.40231705,158.4929509,314.4038191,107.7742279,643.5361676,1,0.098826368,0.024849423,0.261136821,3,2,4395.050596,7614.663472
40,0.01,1,2,10000,500,0.1,0.417015076,22.36935091,70.79559135,302.552639,62.39134192,458.5259383,1,-0.023907311,0.016444136,0.236246023,3,2,4614.107323,7377.663572
40,0.01,1,2,10000,500,0.2,2.481407881,44.72373104,106.391284,462.570775,171.4462709,787.6134689,1,-0.061978949,0.022426324,0.223047241,4,2,4420.949302,7700.663436
41,0.01,1,2,10000,500,0.2,0.950437784,0.287304878,176.4886458,330.4383748,104.1188359,612.2835991,1,-0.023062353,0.031297843,0.227011716,6,2,4738.056391,7915.663346
41,0.01,1,2,10000,500,0.1,0.987003803,76.85847092,146.1603119,421.9975491,208.4700921,854.4734278,1,-0.070308856,0.022721894,0.208986655,5,2,4722.326582,7643.66346
42,0.01,1,2,10000,500,0.2,6.796719074,4.120473146,92.57041407,190.2051539,85.69038105,379.3831413,1,-0.025970838,0.012759408,0.220632089,5,2,5177.059559,7776.330071
42,0.01,1,2,10000,500,0.1,7.290068865,7.019381046,117.3883708,55.92120481,143.726527,331.3455524,1,0.063273118,0.010800876,0.142595999,5,2,4544.418689,7628.330133
43,0.01,1,2,10000,500,0.1,1.101313829,83.96338201,276.2501769,359.1349387,63.30509281,783.7549043,2,-0.050640901,0.016842984,0.146355885,4,2,4059.958895,7196.663648
44,0.01,1,2,10000,500,0.1,4.246954918,1.636913061,164.7357872,265.5722208,208.1916459,644.3835218,1,0.171861307,0.030208262,0.22009556,5,2,5043.161538,7592.330148
45,0.01,1,2,10000,500,0.1,4.484024048,210.0582612,214.1710711,115.9805598,100.9636481,645.6575642,1,-0.04955294,0.019789692,0.232633609,5,2,4611.681424,7449.663542
46,0.01,1,2,10000,500,0.1,6.516192198,66.31312895,166.7574401,544.3177719,160.109781,944.0143142,2,0.172860752,0.006081075,0.137394471,6,2,3997.579694,7380.330237
47,0.01,1,2,10000,500,0.1,0.368891954,14.98934197,465.405113,431.6951218,166.7147017,1079.17317,1,0.0226739,0.007685495,0.20614644,5,2,6743.894733,7514.663514
48,0.01,1,2,10000,500,0.1,0.572861195,4.842885256,194.028373,142.8569348,156.8390448,499.140099,1,-0.018524773,0.017584348,0.226233053,3,2,4665.724748,7136.663673
49,0.01,1,2,10000,500,0.1,3.017410755,9.569655657,108.3249879,202.2745731,159.545872,482.7324994,1,0.07559509,0.019539206,0.225838697,6,2,4420.347742,7242.330295
50,0.01,1,2,10000,500,0.1,2.855242968,39.50905395,315.992837,340.1939871,85.983114,784.534235,1,0.082679597,0.031299304,0.281798604,3,2,4196.507369,7439.663546
