,0
majmin,2.0
EG,0.19731288701305041
PA,0.041231260393907086
maxmargin,0.2677141340450269
n_cmpttv,3.0
hier_cmpttv,2.732285865954973
compactness,3755.1626754799936
pop_bal,1.333332774049076
time_pop_improvment,10107.716315984726
