GEOID,district
3,1
7,1
4021000201,1
4021000204,1
4021000206,1
4021000208,1
4013814802,1
4021000211,1
4021000212,1
4021000215,1
4021000216,1
4021000217,1
4021000218,1
4021000219,1
4021000220,1
4021000221,1
4021000222,1
4021000223,1
4021000224,1
4021000225,1
4021000226,1
4021000227,1
4021000228,1
4021000229,1
4013813800,1
4013813300,1
4021941300,1
4013422647,1
4013817400,1
4013422649,1
4013422650,1
4013422648,1
4013422652,1
4021002300,1
4013422653,1
4013812801,1
4013812802,1
4013816901,1
4013816902,1
4013816903,1
4013816904,1
4013812300,1
4013816401,1
4013816402,1
4021001303,1
4021001305,1
4021001306,1
4021001307,1
4021001308,1
4021001309,1
4013815902,1
4021001310,1
4013815901,1
4021000802,1
4021000804,1
4021000805,1
4021000806,1
4021000807,1
4021000808,1
4013815401,1
4021000307,1
4021000309,1
4021000310,1
4021000311,1
4021000312,1
4021000313,1
4021000315,1
4021000316,1
4021000317,1
4021000319,1
4021000322,1
4021000323,1
4021000324,1
4021000325,1
4013813900,1
4013813400,1
4013817500,1
4013812900,1
4013817000,1
4021001900,1
4013812400,1
4013816501,1
4013816502,1
4021001403,1
4021001404,1
4013811900,1
4021001405,1
4021001406,1
4021001407,1
4021001408,1
4013816001,1
4013816002,1
4013816003,1
4013816004,1
4013816005,1
4021000902,1
4021000903,1
4021000904,1
4013815501,1
4021000400,1
4019004624,1
4019004625,1
4019004646,1
4019004647,1
4019004648,1
4019004649,1
4013814000,1
4013813500,1
4013817600,1
4013813000,1
4013817101,1
4013817102,1
4013817103,1
4021002001,1
4013812500,1
4021002005,1
4021002004,1
4013816600,1
4021001500,1
4013812000,1
4013816100,1
4021001000,1
4013815601,1
4013815602,1
4013814100,1
4013980500,1
4013813600,1
4013813100,1
4013817200,1
4013522801,1
4013522802,1
4013812600,1
4013816700,1
4021001600,1
4013812100,1
4013816200,1
4021001100,1
4013815700,1
4021000604,1
4013815201,1
4013815202,1
4013815203,1
4013813700,1
4021941200,1
4013813200,1
4013817300,1
4021002200,1
4013812700,1
4013816800,1
4013812200,1
4013816301,1
4013816302,1
4021001200,1
4013815800,1
4019004418,2
4019004419,2
4027012100,2
6,2
4019004422,2
4019004423,2
8,2
10,2
11,2
4019004425,2
4019004426,2
4019004424,2
4019004428,2
4019004430,2
4015952400,2
4019004431,2
4019004432,2
17,2
4027011601,2
4027011602,2
4019004433,2
4019004434,2
4019004435,2
4019004436,2
4019004437,2
4015951900,2
4019004438,2
4019004439,2
4019004440,2
4019002400,2
4027011107,2
4027011108,2
4019940900,2
4027011112,2
4015951401,2
4027011114,2
4015951403,2
4015951404,2
4027011116,2
4027011117,2
4027011118,2
4027011119,2
4027011120,2
4027011121,2
4027011122,2
4027011123,2
4027011124,2
4027011125,2
4015955001,2
4015955002,2
4027000901,2
4027000902,2
4027000903,2
4027000907,2
4027000908,2
4027000909,2
4027000910,2
4027000402,2
4027000403,2
4027000404,2
4019004506,2
4019004512,2
4019980400,2
4027011700,2
4015952501,2
4015952502,2
4015952001,2
4027011202,2
4015952003,2
4027011203,2
4027011204,2
4015952005,2
4015952007,2
4019002503,2
4019002504,2
4019941000,2
4019002505,2
4019002507,2
4015951501,2
4019002508,2
4015951503,2
4015951504,2
4019002509,2
4021941401,2
4021941402,2
4013723305,2
4027001001,2
4027001003,2
4027001004,2
4013723306,2
4027000501,2
4027000502,2
4019004610,2
4019004613,2
4019004616,2
4019004627,2
4015952600,2
4027011801,2
4027011802,2
4019980001,2
4019980002,2
4027980003,2
4027980004,2
4027980005,2
4027980006,2
4013050603,2
4013050604,2
4019941100,2
4015951601,2
4015951602,2
4013050620,2
4013050621,2
4019003901,2
4019003902,2
4027001100,2
4019001100,2
4019005200,2
4019004413,2
4019004414,2
4027000600,2
4019004415,2
4027000100,2
4015953200,2
4019003702,2
4019003704,2
4019003705,2
4027011403,2
4027011405,2
4027011407,2
4027011408,2
4015951701,2
4015951702,2
4027010907,2
4027010910,2
4027010911,2
4027010913,2
4027010914,2
4027010915,2
4027010916,2
4027001200,2
4015954802,2
4013040502,2
4021002106,2
4021002107,2
4027000700,2
4013040515,2
4013040516,2
4027000200,2
4019000200,2
4015940501,2
4019004310,2
4019003801,2
4019003802,2
4019004313,2
4013040540,2
4013040541,2
4019004316,2
4019004317,2
4015952801,2
4019004323,2
4019004325,2
4019004327,2
4019004328,2
4019004330,2
4019004332,2
4027011501,2
4019004333,2
4027011503,2
4019004335,2
4027011505,2
4027011506,2
4019004336,2
4019004337,2
4019004338,2
4019004339,2
4019004340,2
4015951800,2
4027011000,2
4019002300,2
4019940800,2
4013980100,2
4019005400,2
4013940700,2
4027000800,2
4021001701,2
4027000301,2
4027000302,2
4021001712,2
4021001714,2
4021001715,2
4019004404,2
4019004407,2
4015953404,2
4015953405,2
4015953406,2
4019003903,2
4013815300,3
4013422607,3
4013422609,3
4013422610,3
4013814801,3
4013422102,3
4013422615,3
4013810200,3
4013422617,3
4013422618,3
4013422103,3
4013814300,3
4013422620,3
4013422621,3
4013422622,3
4013422623,3
4013422624,3
4013422625,3
4013422626,3
4013422627,3
4013422628,3
4013422629,3
4013422630,3
4013422632,3
4013422633,3
4013422634,3
4013319202,3
4013422636,3
4013422637,3
4013422638,3
4013422639,3
4013422640,3
4013318700,3
4013422642,3
4013422643,3
4013422105,3
4013422106,3
4013422309,3
4013422107,3
4013420602,3
4013420603,3
4013422651,3
4013523005,3
4013422654,3
4013422655,3
4013523008,3
4013422657,3
4013422658,3
4013422659,3
4013422656,3
4013422660,3
4013421601,3
4013420104,3
4013420105,3
4013420107,3
4013421602,3
4013420108,3
4013420109,3
4013420110,3
4013420111,3
4013420112,3
4013420113,3
4013420114,3
4013420115,3
4013420116,3
4013811300,3
4013815402,3
4013814900,3
4013319802,3
4013422203,3
4013810300,3
4021000320,3
4021000321,3
4013814400,3
4013422209,3
4013319300,3
4013421701,3
4013421702,3
4013422210,3
4013422211,3
4013422212,3
4013422213,3
4013422215,3
4013422216,3
4013422217,3
4013422218,3
4013422219,3
4013318800,3
4013422220,3
4013422221,3
4013422222,3
4013422223,3
4013422224,3
4013422225,3
4013422226,3
4013422227,3
4013420704,3
4013420705,3
4013420706,3
4013420707,3
4013420708,3
4013420709,3
4013420710,3
4013420202,3
4013420206,3
4013420207,3
4013420208,3
4013420209,3
4013420210,3
4013420211,3
4013420212,3
4013420213,3
4013420214,3
4013420215,3
4013420216,3
4013422104,3
4013815502,3
4013815000,3
4013422301,3
4013422302,3
4013319903,3
4013422304,3
4013319904,3
4013319905,3
4013422307,3
4013814500,3
4013422308,3
4013319906,3
4013319909,3
4013422305,3
4013319401,3
4013319402,3
4013319403,3
4013319404,3
4013421802,3
4013421801,3
4013318900,3
4013421302,3
4013421303,3
4013421304,3
4013420800,3
4013815100,3
4013422401,3
4013422402,3
4013422403,3
4013422404,3
4013814600,3
4013319500,3
4013421901,3
4013421902,3
4013421400,3
4013319001,3
4013319002,3
4013420902,3
4013811600,3
4013422501,3
4013422502,3
4013319907,3
4013422503,3
4013422504,3
4013422506,3
4013422507,3
4013814700,3
4013422508,3
4013319705,3
4013422509,3
4013319600,3
4013422001,3
4013422002,3
4013422510,3
4013810100,3
4013422511,3
4013422512,3
4013422513,3
4013814200,3
4013422514,3
4013319101,3
4013421501,3
4013421502,3
4013319104,3
4013319103,3
4013319201,3
4013319710,3
4013811700,3
1,4
4019003400,4
4019980300,4
13,4
19,4
4019002901,4
4019002904,4
4019002905,4
4019002906,4
4019001900,4
4019001400,4
4019000401,4
4019000402,4
4019004505,4
4019004508,4
4019004510,4
4019004511,4
4019004513,4
4019004514,4
4019004515,4
4019004008,4
4019004010,4
4019003502,4
4019003503,4
4019003504,4
4019003505,4
4019003506,4
4019004026,4
4019003002,4
4019003004,4
4019003003,4
4019004029,4
4019004030,4
4019004031,4
4019004032,4
4019004033,4
4019004035,4
4019004036,4
4019004037,4
4019004038,4
4019004034,4
4019004039,4
4019004042,4
4019004043,4
4019004044,4
4019004046,4
4019004047,4
4019002000,4
4019004048,4
4019004049,4
4019004050,4
4019004051,4
4019004052,4
4019004053,4
4019004054,4
4019004055,4
4019004056,4
4019004057,4
4019004058,4
4019001500,4
4019004061,4
4019004062,4
4019004063,4
4019004065,4
4019004066,4
4019004067,4
4019004068,4
4019004069,4
4019004070,4
4019004071,4
4019004072,4
4019004073,4
4019004074,4
4019004075,4
4019004076,4
4019004077,4
4019004078,4
4019004081,4
4019004082,4
4019000501,4
4019000502,4
4019004614,4
4019004615,4
4019004617,4
4019004618,4
4019004109,4
4019004110,4
4019004112,4
4019003601,4
4019004114,4
4019004115,4
4019004116,4
4019004117,4
4019004626,4
4019004628,4
4019004118,4
4019004122,4
4019004126,4
4019004127,4
4019004128,4
4019004129,4
4019004130,4
4019004131,4
4019004132,4
4019004133,4
4019003102,4
4019003103,4
4019003104,4
4019002602,4
4019002603,4
4019002604,4
4019002100,4
4019001600,4
4019000600,4
4019000100,4
4019004710,4
4019004713,4
4019004714,4
4019004725,4
4019004728,4
4019003706,4
4019003707,4
4019003201,4
4019003202,4
4019980100,4
4019002702,4
4019002703,4
4019002704,4
4019002201,4
4019002202,4
4019001700,4
4019001200,4
4019005300,4
4019000700,4
4019004307,4
4019004324,4
4019004326,4
4019003302,4
4019003304,4
4019980200,4
4019003303,4
4019002801,4
4019002802,4
4019002803,4
4019001801,4
4019001802,4
4019001302,4
4019001303,4
4019001304,4
4019000800,4
4019000300,4
4019004412,4
4013116714,5
4013116205,5
4013116202,5
4013116736,5
4013114600,5
4013114500,5
4013114705,5
4013117300,5
4013115600,5
4013116616,5
4013319707,5
4013723309,5
4013723310,5
4013319708,5
4013320002,5
4013116734,5
4013082210,5
4013082208,5
4013050611,5
4013050701,5
4013116712,5
4013116719,5
4013061051,5
4013050616,5
4013319706,5
4013319801,5
4013082204,5
4013083000,5
4013112507,5
4013112601,5
4013116703,5
4013116735,5
4013810600,5
4013810700,5
4013112602,5
4013112700,5
4013116605,5
4013116610,5
4013320001,5
4013320007,5
4013115801,5
4013116500,5
4013116606,5
4013116612,5
4013116620,5
4013116621,5
4013116707,5
4013116709,5
4013523104,5
4013523103,5
4013116717,5
4013810400,5
4013319908,5
4013319902,5
4013116000,5
4013116300,5
4013061049,5
4013061052,5
4013112201,5
4013112202,5
4013112512,5
4013112516,5
4013116718,5
4013116711,5
4013082021,5
4013082019,5
4013050609,5
4013050618,5
4013116738,5
4013116203,5
4013082213,5
4013082212,5
4013522901,5
4013523007,5
4013112301,5
4013112302,5
4013114401,5
4013114402,5
4013723304,5
4013723311,5
4013116611,5
4013116732,5
4013319709,5
4013116204,5
4013115500,5
4013116607,5
4013116733,5
4013116737,5
4013115200,5
4013116100,5
4013980900,5
4013723307,5
4013050617,5
4013050702,5
4013941100,5
4013811800,5
4013523006,5
4013523002,5
4013116729,5
4013116720,5
4013115900,5
4013116400,5
4013810800,5
4013811200,5
4013112521,5
4013112522,5
4013810000,5
4013319910,5
4013941000,5
4013112518,5
4013082027,5
4013082026,5
4013110100,5
4013110001,5
4013109101,5
4013109200,5
4013116615,5
4013115700,5
4013116731,5
4013116727,5
4013082023,5
4013082024,5
4013082207,5
4013082209,5
4013082025,5
4013522903,5
4013523102,5
4013810500,5
4013810900,5
4013082205,5
4013082206,5
4013061057,5
4013061050,5
4013112508,5
4013050615,5
4013050614,5
4013116614,5
4013116617,5
4013114704,5
4013109702,5
4013109601,5
4013112402,5
4013112502,5
4013116900,5
4013116730,5
4013811400,5
4013522904,5
4013050613,5
4013082017,5
4013082009,5
4013980400,5
4013811500,5
4013112510,5
4013112517,5
4013116710,5
4013116708,5
4013116725,5
4013116728,5
4013112523,5
4013082018,5
4013112514,5
4013112515,5
4013061058,5
4013061402,5
4013112524,5
4013112519,5
4013811000,5
4013811100,5
4013082028,5
4013116618,5
4013116619,5
4013116713,5
4013116721,5
4013116715,5
4013619200,6
4,6
5,6
4013217800,6
4013106701,6
4013106702,6
4013217300,6
4013106200,6
4013105702,6
4013613100,6
4013421101,6
4013421102,6
4013216813,6
4013216816,6
4013617200,6
4013105200,6
4013941300,6
4013216822,6
4013612600,6
4013420604,6
4013216829,6
4013104701,6
4013216830,6
4013216831,6
4013104702,6
4013216834,6
4013216835,6
4013216840,6
4013216841,6
4013216842,6
4013104203,6
4013108301,6
4013104205,6
4013104206,6
4013104212,6
4013103701,6
4013103702,6
4013107800,6
4013615201,6
4013615202,6
4013103205,6
4013103206,6
4013103207,6
4013103208,6
4013103209,6
4013103210,6
4013103211,6
4013217900,6
4013103212,6
4013103215,6
4013103219,6
4013103220,6
4013217400,6
4013106300,6
4013216901,6
4013613200,6
4013421201,6
4013421202,6
4013105300,6
4013612700,6
4013104801,6
4013104802,6
4013104301,6
4013104302,6
4013010103,6
4013010104,6
4013107900,6
4013218300,6
4013103302,6
4013103303,6
4013103304,6
4013103305,6
4013103306,6
4013218000,6
4013217501,6
4013217502,6
4013106400,6
4013217001,6
4013613300,6
4013105400,6
4013612800,6
4013318400,6
4013104900,6
4013420301,6
4013420302,6
4013420303,6
4013420304,6
4013104401,6
4013104402,6
4013108502,6
4013103900,6
4013108000,6
4013103400,6
4013615100,6
4013619500,6
4013107500,6
4013217600,6
4013106501,6
4013106502,6
4013105502,6
4013105503,6
4013612900,6
4013420901,6
4013617001,6
4013105002,6
4013105003,6
4013105004,6
4013617002,6
4013420401,6
4013420402,6
4013104501,6
4013104502,6
4013104000,6
4013108100,6
4013103501,6
4013103502,6
4013107601,6
4013619602,6
4013107602,6
4013218200,6
4013615001,6
4013615002,6
4013106600,6
4013217201,6
4013217203,6
4013106100,6
4013105602,6
4013613000,6
4013421001,6
4013421002,6
4013617100,6
4013105101,6
4013105102,6
4013105103,6
4013941200,6
4013612500,6
4013420503,6
4013420504,6
4013420505,6
4013420506,6
4013104600,6
4013103604,6
4013103605,6
4013103606,6
4013103607,6
4013107700,6
4013103609,6
4013103611,6
4013103612,6
4013103614,6
4013103615,6
4013610500,7
9,7
4013614602,7
4013614601,7
4013618700,7
4013614100,7
4013618200,7
4013071903,7
4013613601,7
4013071906,7
4013613602,7
4013617700,7
4013071909,7
4013071910,7
4013071912,7
4013071913,7
4013616700,7
4013616200,7
4013104202,7
4013104204,7
4013104207,7
4013611600,7
4013615700,7
4013104214,7
4013104215,7
4013104216,7
4013104217,7
4013104218,7
4013104219,7
4013611100,7
4013104221,7
4013104222,7
4013104223,7
4013104224,7
4013104225,7
4013104226,7
4013104227,7
4013619300,7
4013610600,7
4013614700,7
4013618800,7
4013614200,7
4013618300,7
4013613700,7
4013617800,7
4013071503,7
4013071504,7
4013071505,7
4013071506,7
4013071509,7
4013071510,7
4013071511,7
4013071512,7
4013071513,7
4013071514,7
4013071515,7
4013071516,7
4013071517,7
4013611000,7
4013616800,7
4013612200,7
4013616300,7
4013611700,7
4013615800,7
4013611200,7
4013060801,7
4013060802,7
4013615300,7
4013619400,7
4013614800,7
4013618900,7
4013614300,7
4013618400,7
4013613800,7
4013617900,7
4013071600,7
4013617400,7
4013616900,7
4013612301,7
4013612302,7
4013616400,7
4013611800,7
4013615900,7
4013611300,7
4013060901,7
4013060902,7
4013060903,7
4013615400,7
4013060904,7
4013610800,7
4013614900,7
4013619000,7
4013614400,7
4013618500,7
4013613900,7
4013618000,7
4013071701,7
4013071702,7
4013613400,7
4013617500,7
4013612401,7
4013612402,7
4013092723,7
4013092724,7
4013616500,7
4013040506,7
4013040507,7
4013611900,7
4013616000,7
4013040512,7
4013040513,7
4013040514,7
4013611400,7
4013040522,7
4013040523,7
4013615500,7
4013040524,7
4013040525,7
4013040526,7
4013040527,7
4013040528,7
4013040529,7
4013040531,7
4013040530,7
4013040532,7
4013610901,7
4013610903,7
4013610902,7
4013040537,7
4013040538,7
4013619100,7
4013061026,7
4013061027,7
4013614500,7
4013061028,7
4013061029,7
4013061031,7
4013618600,7
4013061032,7
4013061033,7
4013061034,7
4013061035,7
4013061036,7
4013061037,7
4013061038,7
4013061039,7
4013614000,7
4013061040,7
4013061041,7
4013618100,7
4013061042,7
4013061043,7
4013061044,7
4013071801,7
4013071802,7
4013613500,7
4013617600,7
4013061059,7
4013061060,7
4013061061,7
4013061062,7
4013616600,7
4013612000,7
4013616100,7
4013104100,7
4013611500,7
4013615600,7
4013103608,7
4013030401,8
4013030402,8
2,8
4015950601,8
4015950602,8
4015950603,8
4005945100,8
12,8
14,8
4025000207,8
15,8
4013610001,8
4013610002,8
4005002000,8
16,8
18,8
4025000210,8
4015950101,8
4015950102,8
4015950103,8
4025000211,8
4005001500,8
4025001501,8
4015940400,8
4005002301,8
4005002302,8
4015950401,8
4015950403,8
4005944900,8
4015950404,8
4025001300,8
4005001301,8
4005001302,8
4005980000,8
4015950703,8
4005945200,8
4015954801,8
4015950705,8
4015950706,8
4013610100,8
4025002100,8
4005002101,8
4005002102,8
4015950708,8
4015950707,8
4025001602,8
4025001605,8
4015953800,8
4013040533,8
4013040534,8
4013040535,8
4013040536,8
4013040539,8
4021002400,8
4015950500,8
4005945000,8
4013010102,8
4025001401,8
4005942201,8
4025001402,8
4005942202,8
4025001403,8
4015953602,8
4015953603,8
4005980100,8
4015953604,8
4013610700,8
4015954900,8
4005001700,8
4015953901,8
4015953902,8
4025001201,8
4021000700,8
4013107201,9
4013107202,9
4013111300,9
4013115400,9
4013106703,9
4013110801,9
4013110802,9
4013114900,9
4013092900,9
4013105701,9
4013071911,9
4013109801,9
4013109802,9
4013071914,9
4013113900,9
4013071915,9
4013092401,9
4013092402,9
4013109300,9
4013108802,9
4013112900,9
4013117000,9
4013108302,9
4013061200,9
4013112401,9
4013111900,9
4013082211,9
4013107300,9
4013111401,9
4013111402,9
4013106801,9
4013106802,9
4013110901,9
4013110902,9
4013110400,9
4013105800,9
4013093001,9
4013093002,9
4013109900,9
4013114000,9
4013092500,9
4013109401,9
4013109402,9
4013113502,9
4013113503,9
4013108901,9
4013108902,9
4013113000,9
4013117100,9
4013108400,9
4013061300,9
4013112504,9
4013112520,9
4013107401,9
4013107402,9
4013107403,9
4013107404,9
4013111501,9
4013111502,9
4013106900,9
4013111000,9
4013110501,9
4013110502,9
4013105900,9
4013093101,9
4013093104,9
4013093105,9
4013093106,9
4013110002,9
4013050612,9
4013114100,9
4013092600,9
4013050619,9
4013109500,9
4013113601,9
4013113602,9
4013109001,9
4013109002,9
4013109003,9
4013113100,9
4013117200,9
4013108501,9
4013061401,9
4013112100,9
4013111601,9
4013111602,9
4013218100,9
4013107001,9
4013107002,9
4013111100,9
4013110600,9
4013981000,9
4013093200,9
4013106001,9
4013106002,9
4013106003,9
4013114200,9
4013105501,9
4013092705,9
4013109602,9
4013109603,9
4013109604,9
4013113701,9
4013113702,9
4013318501,9
4013092708,9
4013092709,9
4013092710,9
4013092711,9
4013092712,9
4013092713,9
4013092715,9
4013092716,9
4013092717,9
4013092718,9
4013109102,9
4013092719,9
4013113201,9
4013113202,9
4013092720,9
4013092721,9
4013113204,9
4013108601,9
4013108602,9
4013116800,9
4013061010,9
4013061011,9
4013111700,9
4013061013,9
4013061014,9
4013061015,9
4013082002,9
4013061017,9
4013115802,9
4013061018,9
4013061020,9
4013061021,9
4013082007,9
4013082008,9
4013061024,9
4013082010,9
4013082012,9
4013082016,9
4013082020,9
4013107101,9
4013082022,9
4013107102,9
4013111201,9
4013111202,9
4013111203,9
4013115300,9
4013320100,9
4013110701,9
4013110702,9
4013114800,9
4013061045,9
4013061046,9
4013061047,9
4013061048,9
4013061053,9
4013061054,9
4013114301,9
4013061055,9
4013105601,9
4013114302,9
4013061056,9
4013092801,9
4013092802,9
4013109703,9
4013113800,9
4013109705,9
4013109706,9
4013109707,9
4013109704,9
4013061063,9
4013061064,9
4013092305,9
4013092306,9
4013092307,9
4013092308,9
4013092309,9
4013113301,9
4013092311,9
4013092312,9
4013108200,9
4013061100,9
4013111204,9
4013111800,9
